D_pres_2016,D_senate_2016,R_pres_2016,R_senate_2016,D_gov_2018,D_AG_2018,R_gov_2018,R_AG_2018,D_pres_2008,R_pres_2008,D_pres_2012,R_pres_2012
138.84616052641593,129.48401592474025,610.3980357455512,571.8773123274717,141.26521496383094,143.89777874210662,550.8788827016842,547.4233010665187,166.24316732571543,583.0010289462516,143.29557318815532,605.9486230838118
239.8810030216535,202.25312883149272,987.0555648994068,949.1378865325494,225.20814374397125,234.79756674388608,927.2916990095308,908.9736737013685,284.7454005850893,942.1911673359709,247.16720841052705,979.7693595105333
210.44941894828392,191.7788811244278,904.3504032561121,853.5368017908727,208.26106697728608,213.62284219695943,822.3646510133319,814.5204182807408,251.21340278794693,863.5864194164492,217.0696963810645,897.7301258233317
187.52217709064624,159.2670042640236,837.279315214986,795.529185989923,187.00244045001722,191.80093715523574,771.5949277723666,767.8867856358697,224.99526475996777,799.8062275456646,193.607996317972,831.1934959876603
292.70278295870486,256.14353082658516,1069.4463546775737,1013.9791194784355,320.38103094933035,319.73699360656315,957.5332182922648,950.1049062410304,342.5113892464401,1019.6377483898384,300.79195288532276,1061.3571847509556
171.91287756725896,144.52070939936738,334.09868692641294,329.4941111120314,187.2373892849805,185.91551205992516,319.86648074459464,317.7019398666219,190.4157933615178,315.59577113215414,174.91784480390538,331.09371968976654
481.10193687464886,403.4430174021873,900.0642702346232,888.0970370795696,525.1151108235175,520.2822967674449,860.4498149962993,854.6978256589351,531.605924967471,849.5602821418012,489.30404032831103,891.8621667809612
326.60210635663117,278.4919222870926,697.5191400497179,678.9226927210875,365.4604281490795,366.22944314573544,662.472643353185,652.7854340285085,364.0503200240977,660.0709263822513,332.6838859200763,691.4373604862726
247.83816875305047,220.72008594113308,794.8716426521186,770.6665460398108,265.8722841737604,272.67433484090037,777.9841897824969,769.9293099294262,285.9660954489207,756.7437159562484,254.0303371548489,788.6794742503203
390.64256959451143,323.0447974117701,1317.9804910152209,1292.1034337879998,377.7429301826848,387.62302118882434,1264.6641788642385,1242.3108052353166,453.12040771709457,1255.5026528926378,400.78928693692694,1307.8337736728056
357.0308333898016,315.7825159922357,1508.2804693639519,1433.937316664711,361.7278489181428,376.4007673261675,1440.2669710587897,1424.3141403883428,425.23816378840047,1440.0731389653529,368.1080492959832,1497.2032534577702
409.3314117798078,350.37093122630546,1778.4288216071461,1683.9692198907078,440.8566919995383,459.3040951391549,1720.4913939417738,1679.7934318446007,489.32947154133154,1698.4307618456226,422.3235018509982,1765.436731535956
695.2363518069307,618.418198077555,2182.6605253296407,2098.546802812636,744.7848927311678,745.480008517682,2116.3193471541376,2099.500386992964,800.4700802801149,2077.4267968564563,712.3268422879054,2165.5700348486657
541.9918261784941,472.39485936267914,1324.393301184135,1291.8332276893575,584.9883625675825,581.6566561854554,1361.9174044770293,1356.9313114598203,610.2384222534334,1256.1467051091959,553.0754190293823,1313.3097083332468
491.00790030615593,435.36482954946337,1348.3311516449123,1293.4285322666722,577.3771524871274,581.0211675963826,1292.2505055766044,1287.599010434777,558.2655244068952,1281.073527544173,501.93087909959075,1337.4081728514775
487.5996374991631,424.38402943546765,1536.0821268829711,1454.7289696767068,474.67167801239964,501.2109271840094,1468.3888267848445,1430.9783298837185,561.5979725336738,1462.0837918484604,499.61734188789956,1524.0644224942346
457.2229468136295,375.9156108923825,1072.3262215304994,1054.617678354914,474.91720617150224,478.13769282526414,1015.3245774286182,1005.5337660968621,513.1527346898588,1016.3964336542701,466.30622763214785,1063.242940711981
100.67079344818245,90.31295312619403,860.2850904367212,792.7771155927518,93.95056488775913,110.48537104734672,864.0579468744202,839.5716904672183,154.32718324377083,806.6287006411328,122.53946788195942,838.4164160029442
625.1460514166331,574.9155395254254,3233.5640421930025,3008.533681567741,734.6934853798693,794.8612145457987,3326.977881618184,3237.4724443789746,840.6028235359333,3018.1072700737022,712.9595256734656,3145.7505679361702
657.2237913888134,584.5989860685186,3413.9719506265055,3154.8593023799126,702.8684088012731,746.632615006657,3409.75387411689,3318.4782678182264,884.5450132378254,3186.6507287774934,749.8728460762975,3321.3228959390217
690.0961967452414,631.552514982637,2979.814747937307,2801.853329939332,944.1564500216348,973.0415277860885,3254.323552097723,3187.572530094804,895.0110897858127,2774.8998548967356,773.6131292039533,2896.2978154785947
523.7036916593834,463.25624520400856,1286.3409885803112,1213.284816101168,402.9879958208078,404.9433112751885,893.8409602581704,877.0712113960814,624.7702073434734,1185.2744728962211,564.8952577724151,1245.1494224672795
1264.3193001733493,1117.0838217266794,3020.306681223197,2852.3023437271413,1103.32948034539,1107.3648703326799,2342.915275771631,2297.7916344586642,1503.5577143830635,2781.068267013483,1361.8254315462707,2922.8005498502753
400.78675000375347,353.0837315100082,1155.7767565805032,1087.6857760270404,382.45625752792824,388.7564784888604,974.9794302681133,952.6944489562902,487.6997703114331,1068.8637362728234,436.2097919267337,1120.353714657523
737.8478947404161,617.9181466272117,1828.9555449411287,1796.5769021472126,776.632400869035,765.9231426447687,1844.0724848324162,1841.4004476898717,881.1691524566609,1685.6342872248838,796.2611785333876,1770.542261148157
831.2259209396399,727.0811829075061,2432.617828927794,2298.018628264775,880.2423678702314,900.170967905006,2367.856208855208,2325.0200261415757,1013.4674529512773,2250.3762969161567,905.5018971478439,2358.34185271959
217.8940787726767,200.28139342153654,817.2286002929029,742.248882655192,269.22878395291616,283.4286143301797,817.9102297303782,796.3264875569378,275.69168102019967,759.43099804538,241.4505825072597,793.6720965583199
162.19811953289766,149.00798842872283,609.8402973089605,554.0690683789078,199.9594220326273,210.46662629039488,609.3087344854821,593.2241770204657,205.30602378315902,566.7323930586991,179.76755957839447,592.2708572634638
679.8863356524274,580.3036367988368,2481.6501503540358,2356.812851504509,660.8489790857067,662.7423403985663,2222.2656683585747,2187.4171996047353,856.4153906183425,2305.121095388121,751.8340840167672,2409.702401989696
327.67837576696434,287.55687425709885,1158.413607684047,1102.4811779185384,374.36418010884347,379.2868296583831,1138.9763253877422,1123.0781720093894,410.6565145903457,1075.4354688606657,361.4976824695274,1124.594300981484
439.2235149207953,386.1613498219717,1531.6926429679952,1444.562122040437,494.33932683099334,508.7672889203709,1549.5553529867575,1523.275262765483,549.2725269467946,1421.643630941996,484.07606696396806,1486.8400909248226
523.4643538049868,502.33825172126154,3011.7869072013023,2780.6563866623287,472.7839622793033,500.2432120663439,2720.2808473403825,2661.9286303765703,720.8603246991288,2814.3909363071602,603.9168076221132,2931.334453384176
904.3664596349101,738.5622895304999,927.1701048049388,900.468611873457,857.8290259896858,828.9418615481565,857.9327913166941,844.7686736847601,1035.1443783376055,796.3921861022433,1024.1964524120403,807.3401120278087
809.8429294004824,679.6745645691674,2081.3771977510214,1988.030469340513,760.3665830403484,768.5268140051935,1988.4742411726957,1923.4710654592034,1016.2858462831465,1874.9342808683573,999.0037103972933,1892.2164167542105
101.90365023324382,85.69405237446036,273.49824667463315,261.1087451265184,95.60565361295207,96.94784961399783,261.5217285114553,252.84907742777497,128.70861809893904,246.69327880893792,126.46467045439879,248.9372264534782
36.26972732152771,29.78502627492413,48.45389660097638,46.75757271333738,34.333051605694266,33.4810426850687,45.39876892247183,44.39147739100044,42.31928124071121,42.404342681792876,41.81284965924142,42.91077426326267
248.6170410554196,205.28391928472917,408.5005537176986,392.63458397308966,234.86571300591658,231.10245620134924,385.6727000709934,375.51993364632654,295.53746462535906,361.5801301477591,291.60957430002344,365.50802047309475
167.75907800654983,146.36123642408174,452.7783278850248,415.9740403631797,146.3612364240818,145.5053227607831,447.64284590523266,436.5159682823492,210.57916556621544,409.9582403253592,196.4860423450565,424.05136354651813
121.60490860063338,113.40677302780473,1041.1721780639587,959.5368642985836,86.72769831549121,105.92018989758287,1031.28854182433,991.2134423144489,201.8421613280707,960.9349253365212,175.43414691101938,987.3429397535725
139.39512295741272,117.87605884831237,763.4655041723946,717.1078975413068,119.50285203592976,128.10864761075402,747.0297273709739,723.9475240607363,201.69688066100554,701.1637464688018,181.1918700865157,721.6687570432916
287.9835151788109,241.1310342708593,1448.7778483812122,1362.8545542150257,249.34928266563296,264.2597468917552,1414.9669102249677,1370.9571725433022,407.82846401156274,1328.9328995484602,368.3846018527098,1368.376761707313
159.85751807331815,133.55877425613738,825.0047180046496,776.180075864286,138.87910006782067,147.99442362580425,805.3792409067838,779.9972258628914,227.81778409865944,757.0444519793083,205.4504220071337,779.411814070834
170.39827346875313,142.66465676459802,890.7903213111715,829.3364780091279,159.17864511823942,176.21024338097263,867.6814900745317,836.3579637818902,243.62542805181556,817.5631667281091,219.52460594966638,841.6639888302583
442.431750912983,374.82707587350404,158.91078465247205,193.14051763592494,447.1106010747388,432.9153474341062,156.99173079277125,159.41242042087026,433.72750383416746,167.61503173128753,440.0056299422602,161.33690562319484
540.4929156543407,457.5328515621779,220.1795679509971,262.3211608968954,547.2307504708892,531.1809612937925,216.28153539499027,217.80925256783823,529.4824168923811,231.19006671295668,537.423976813034,223.24850679230383
137.64445509442737,116.24874756062174,12.145403554449395,20.550209029285742,137.7331946813363,131.19861957128353,13.884914032093297,16.01421881121903,135.4762932524338,14.313565396442947,137.04012678605662,12.749731862820134
212.71786149383743,179.5740172075034,14.956587056518082,27.761718571851663,212.78378535481386,202.42365617101547,17.8708829392444,21.349495025629647,209.42234431933406,18.25210423102145,211.79930722325625,15.875141327099263
138.7077870813753,116.86535409131868,15.44494337740995,24.50103243110119,139.49148612269443,132.74636550672852,16.973702458570084,19.356568591567168,136.47647402030003,17.67625643848521,138.0858567339593,16.066873724825943
298.2945319554266,247.00625882116023,140.55889948589038,173.21888473648454,313.77778422237475,299.5041610387817,136.68808641915322,143.94586091928525,291.94226436627406,146.9111670750429,296.5239744942081,142.32945694710884
1288.973497312935,1100.977362716479,489.98992527799703,557.9885271533109,1314.9729627358483,1291.9734356309627,487.989966399311,490.9899047173396,1263.223552383717,515.739870207215,1281.7962560395597,497.16716655137253
603.7955272872105,517.9772514163144,24.573037788446612,54.6382080446556,575.5226493812214,551.1309478676308,21.9311147509838,29.191529310806164,594.7000867961495,33.66847827950751,601.2603695976924,27.10819547796466
93.79620723686926,79.39110154707478,7.238471077769894,12.389819191205275,90.03730529483677,86.113221747936,7.270453043406873,8.58558018905897,92.33376153983852,8.700916774800644,93.38858206929504,7.646096245344118
879.4128197814629,768.1114473929135,43.99263730772701,84.90579000391313,885.131862631468,855.6567956352909,40.033299950031605,47.072121919267936,866.0468115963392,57.35864549285063,875.6873335378907,47.71812355129924
1366.8230904888815,1202.364812139683,69.00560931058828,121.96236695340494,1345.9027595764217,1306.2292423122876,62.13461086965524,72.14255595769627,1346.03991446732,89.78878533214981,1361.0302288286405,74.79847097082911
774.0226651889393,622.1380442557077,936.6434531474589,1042.0129326931956,849.5625358285715,826.815839035824,889.1289237290139,893.1588939156414,749.2613025998836,961.4048157365145,767.1209699019123,943.5451484344858
626.5798527007743,518.8811401768769,298.61424545331715,366.81732671379825,659.217694368578,629.4003555594288,290.1371657720605,305.25270878817656,613.1879544898443,312.0061436642471,622.8471501714082,302.3469479826833
864.7064396075092,701.3117183108661,1271.4456489966008,1335.5110556892193,926.8427917622627,912.2376643904598,1186.632583833079,1184.0403692261855,833.7862992923825,1302.3657893117274,856.0881179816448,1280.063970622465
371.2774813781869,306.8946103921348,608.6742543727349,648.3352349072277,189.5664408166369,187.50055676923472,326.42597385290634,322.9704948734775,357.09298331125837,622.8587524396636,367.32385874917094,612.627877001751
951.9233118252865,809.2502273461203,1329.6002289736434,1388.603421891461,1001.7504619339827,1006.6420878878328,1246.703591802858,1220.5906312439943,918.8989647340334,1362.6245760648965,942.7184879850352,1338.8050528138947
920.648982031583,777.4469976698921,182.81975294795498,230.52404562322982,899.5236726776238,866.1518581048977,166.20158507640755,178.7949799383858,904.6766136309707,198.79212134856746,916.1970291426138,187.27170583692438
950.7821390857313,806.4662075725668,101.67696415062427,135.25060254350788,920.3549317817569,881.4728251921237,81.7916767879088,91.98829070206867,935.5481193164435,116.91098391991211,946.5359849386796,105.92311829767596
1134.962489951993,962.1492713173272,130.19374241733252,182.15447369599886,1098.765126589326,1057.897135695993,115.0142029426659,131.94522774133245,1116.6497450710892,148.50648729823615,1129.8582076419023,135.29802472742324
686.2726546743068,581.7226908793202,58.391738278265095,86.85647937545647,668.2048414041827,639.1752736824651,50.883398526834874,59.56514782235315,675.4938680698294,69.17052488274238,683.2683005948236,61.39609235774821
1378.833908397824,1157.6416129734348,139.24039360903132,209.94569274127034,1276.125496084011,1224.607102643382,118.0861800339825,131.97421700756158,1356.860252740416,161.21404926643947,1372.7092262385104,145.365075768345
251.98593992382519,210.65295347419573,26.02242422469902,38.76772223587086,231.79250289804145,221.84156817266026,21.483516114409852,24.534066198852834,247.9618549000531,30.04650924847108,250.86431309318223,27.144051055341965
174.2550929451928,144.97520098536253,18.26653562790951,26.91571749164352,159.13255893540378,151.76986491427468,14.595416850602593,17.20930546884294,171.46840195959595,21.053226613506393,173.4783629905095,19.043265582592827
184.98326688806262,152.57482878841338,20.635346528463845,30.043124777272723,170.16295788008773,161.51998952787733,16.710982671402054,19.829083740772635,182.0070011005478,23.61161231597869,184.15369704978121,21.464916366745275
1718.917075591727,1486.9597282080442,249.0212528175639,305.49220791751435,1674.0836003102206,1632.408009565918,204.92985156015925,216.3172246274391,1690.4317773910293,277.5065510182616,1710.9774136432281,256.9609147660629
1078.8867392726174,933.3620258328592,143.44975036732836,177.39332097444841,1047.3817712757962,1020.5569781545915,117.34076946119163,125.37446142607355,1061.1937969144428,161.14269272550283,1073.9552135357815,148.3812761041642
790.423066287655,706.8863137672218,332.20792824780597,347.26042732155156,810.7002647568219,797.5802143166544,304.63682118341126,303.23133847056965,774.1733301109441,348.4576644245168,785.8938031187613,336.73719141669983
944.3537878813386,814.3912730217846,139.67933840045524,184.0123458058171,935.8515672830501,915.8106187299413,106.88505894991359,109.92156630644521,928.6627439010471,155.3703823807467,939.9802481014568,144.05287818033696
893.1561880562087,789.3573773933806,135.245923565275,156.20349757215442,869.7651258266005,848.5820174583522,119.64518296521652,124.99052054477835,878.270385794588,150.13172582689572,889.0070920222913,139.39501959919247
693.2537849308958,582.1221966172644,1067.4556502771723,1115.395037097603,726.9819246875322,722.9993033642098,1049.7931130003026,1036.3863367526744,667.7680608191936,1092.9413743888745,686.150189506549,1074.559245701519
680.7976712072467,564.2216935278578,1154.2623201143333,1206.4938709193145,724.0436277949595,721.5164010190952,1144.3710213447325,1133.3271628794698,654.2357458082851,1180.824245513295,673.394107906518,1161.6658834150621
763.6704601647598,680.850930248561,854.3474882325108,855.3243768455461,929.461704171616,918.546100134281,960.9050335787088,953.7346930286842,740.2501511597353,877.7677972375353,757.1425546143545,860.8753937829161
1281.9051478838248,1041.4723935493082,2337.9837347212833,2494.723608834057,1175.9862095841916,1159.8629686752608,2248.6959176104274,2238.0506856401253,1229.5083767117603,2390.3805058933476,1267.3006790322797,2352.588203572828
1082.2632838317854,890.8837592171664,1550.9751463365164,1647.7171687095442,1135.0847424459398,1112.960004349821,1541.2464684733852,1545.7252264360004,1044.1479725773358,1589.090457590966,1071.6394636319767,1561.5989665363252
438.4454651181748,383.7252822641124,942.5551496612244,910.4070422344628,467.1735611165569,486.3256251154787,945.2911588039264,916.5630628055436,418.455908657259,962.5447061221403,432.8738077782417,948.1268070011575
521.3733591993182,467.05534381595146,910.7167034468694,898.8223060757701,566.1756651497922,568.1580438326564,876.2228447484623,852.8304813233682,500.64429879339264,931.4457638527949,515.5955810987176,916.49448154747
892.7747401582275,797.5418644164756,1602.8795613707437,1577.071443715218,967.293904558767,974.9841255146041,1551.6124589594174,1509.3314649873737,856.6509165817189,1639.0033849472525,882.7060041575047,1612.9482973714664
1122.5705522648923,1005.4573131411591,1184.4539498294228,1168.405706655995,1178.82882336794,1175.9995053138011,1141.8712631359008,1114.4093231928452,1089.1770866517743,1217.8474154425405,1113.2628446049985,1193.7616574893163
794.2465881250785,708.2606173142908,1187.3882766506072,1152.7339057227207,825.3744074866055,832.4752956985157,1195.542118901476,1157.0950710997588,765.5630367997369,1216.0718279759487,786.2516673978646,1195.383197377821
1182.7451210464928,1054.9675253735832,1242.004059743705,1245.413349766433,1417.78256311645,1400.626074880937,1387.2388504367032,1376.9840587341546,1147.6476271466022,1277.1015536435957,1172.9624522872864,1251.7867285029115
1565.1577093550356,1417.5305537891857,1825.6582775488216,1792.256768747566,1649.698104844736,1650.054020467265,1762.9923866255406,1718.810831137292,1516.0766974471458,1874.7392894567115,1551.4774368195926,1839.3385500842646
394.49235893090304,329.9608990638169,103.88198559728735,137.00210335772763,404.4278786680371,385.37393442373195,104.2315969033805,112.20015810385755,387.2785445473304,111.09579998085994,392.4816638993382,105.8926806288522
535.082667695338,447.05757909999915,14.785820780092454,43.922532474138734,468.99191862772255,442.0903168386208,12.520617292193396,22.045763036621835,527.12349151625,22.74499695918046,532.8642191537336,17.00426932169687
4052.515804890775,3443.441684998621,666.668722047001,848.0003771896913,3923.953414102738,3766.5279287669423,641.3202670887712,688.1111033688669,3984.207069513585,734.9774574241914,4033.4762195157805,685.7083074219956
635.7278783411513,532.9489842950795,2147.3859941423625,2135.2603942829946,578.5643361469884,589.5351169721308,2203.394717302303,2131.2185276632076,762.4969442731518,2020.6169282103617,727.3005497821014,2055.8133227014123
299.92937518867615,251.43943078941697,1013.1129394429488,1007.392215665508,272.96024880931316,278.13614175080716,1039.5372349863662,1005.4853077396955,359.73761710100194,953.3046975306231,343.13234782110095,969.9099668105241
165.34273086704002,138.6115685368082,558.5009599378087,555.3472796423354,150.4754051354906,153.328729541561,573.0679422635324,554.2960616891145,198.3133503847458,525.5303404201029,189.15932749573935,534.6843633091094
215.6507482634445,221.32065214045784,1724.6785035753426,1508.821470988541,175.00074151308863,206.59875315514464,1577.9771678741392,1523.1209729468617,371.74702861473094,1568.5822232240562,330.1437936939569,1610.1854581448301
269.4425682280978,254.29520952404465,2038.8513662758044,1754.289139931635,190.79789615495272,220.5446634959642,1908.2822218205724,1818.8500364117588,455.140998941357,1853.152935562545,405.64811275600636,1902.6458217478958
133.9052457684914,135.38265883573683,1803.458613492474,1580.8793121279014,95.20019133221976,128.8551997109068,1711.7300807864483,1653.0188246018986,289.7629651895952,1647.60089407137,248.223312222209,1689.1405470387563
207.9720399096538,165.90582611435246,563.4161502460222,517.0420361434051,198.97774584376117,191.579801933876,542.2003298036361,540.0116517535234,228.3545506794656,543.0336394762104,256.7118415371385,514.6763486185375
496.69772842115515,400.9555121880185,1325.4936998008816,1215.8488957602005,442.83781635537724,438.2461252775249,1250.4295622107759,1227.546594808559,544.845777463621,1277.3456507584158,611.8320406549495,1210.3593875670872
765.7335876893729,638.1105292221825,553.9022788205602,544.4602113777637,629.7130897259192,604.7402306012713,527.8420164392551,513.7065167295789,800.6025325405255,519.0333339694077,849.1141620552155,470.52170445471774
650.6677858275509,542.4191793982982,552.0712489900219,535.525223211914,538.8962099059145,517.9248591396612,521.4567659287335,507.6950148450489,682.4479474158359,520.2910874017368,726.6622886145464,476.07674620302646
404.9963780765566,342.9966914111689,704.9757898025013,650.9785893491428,375.9964414175203,364.9960067202222,667.9780291880636,654.9790864940965,434.32534623384765,675.6468216452103,475.12944980991614,634.8427180691417
469.9619961537177,405.73163071298313,1059.800860003845,1029.3007094131103,267.9236458357216,283.58443089174625,1144.6931955456841,1104.8499126022816,484.3693034048663,1045.3935527526962,475.48731501191605,1054.2755411456465
415.2057411649573,336.1039011647889,1543.4946784443432,1499.8472198374193,599.8793607988674,601.2211979294318,1665.8401423047042,1613.6980113983482,433.6527825770797,1525.0476370322208,422.28033074756246,1536.4200888617381
437.9140940561126,342.15155868165516,1436.4380306168614,1448.4083475386685,598.9900797627068,592.4040803154237,1156.7827850581675,1163.5987803225878,455.56674318947967,1418.7853814834943,444.6840277747106,1429.6680968982635
326.7004303786187,264.0529762660295,1052.5496714521419,1035.2061961924087,484.98547553553163,477.6559510884188,730.974369795208,733.8067416984419,339.6902084434138,1039.5598933873466,331.68211532876796,1047.5679865019924
520.8710891706256,414.9354834083024,1401.1422895736675,1427.6691852673584,380.263764531041,368.9208962944042,1064.9748897392594,1075.3863266420474,538.972612015769,1383.0407667285244,527.8131695882142,1394.200209156079
1459.8070981192752,1163.2773542006778,3309.449703063597,3318.278854737784,1801.440418488475,1787.5548183205294,4470.597148400873,4470.570461987604,1504.7239607674267,3264.532840415446,1477.0330782357996,3292.223722947073
373.1963923456339,280.93625971675783,709.8212005861277,713.1458900502314,0.0,0.0,0.0,0.0,383.39625251151585,699.6213404202457,377.10812121648456,705.909471715277
472.10974120702514,371.4441408457583,1206.0237089110065,1199.4208275432507,440.138340678433,429.08910708328966,1234.5771081038488,1209.319432596378,511.02924005804493,1167.1042100599866,511.3240866825444,1166.809363435487
1049.8249808382152,863.1702120439242,1540.7450529944929,1611.9123998826433,1045.204292791018,1014.3049495739251,1528.5960913175988,1517.3628339664583,1109.9058328396736,1480.6642009930342,1110.3609937983872,1480.2090400343207
2316.3888707376036,1898.5006527822025,2774.366212073707,2953.494466230518,2215.590153374012,2111.932695034913,2674.0450263618395,2685.040882811949,2434.4543538982916,2656.300728913019,2435.3487952505066,2655.4062875608042
157.3834711506982,128.0303312302457,151.2780065730342,163.14851166763566,148.38416922699506,140.70980509963618,146.3614700458175,147.64116501222765,164.54199005560292,144.11948766812947,164.59622161556226,144.06525610817013
331.8068731899467,291.7853302892062,254.78764817448825,282.69053924950595,266.25565082282867,255.51636128412292,214.6943610955185,221.51553000969085,345.4112529838493,241.18326838058573,345.5143171439505,241.0802042204845
592.9751486350934,523.3481285307416,391.7897727646102,441.0808410854178,464.2761129451098,445.0705620037051,318.3054534059584,331.65762859141535,615.8139504146806,368.950970985023,615.9869727765075,368.77794862319604
1076.814784734687,950.1094537053085,672.2409629075667,760.7432627939033,841.7558748151502,806.6411573050647,539.2676111722768,563.8590883287585,1117.3791231405178,631.6766245017358,1117.686430752566,631.3693168896876
786.844743823988,659.7523456766567,1194.9245136586972,1238.8662491787265,768.8641543834485,738.8080716424022,1144.8899970066236,1144.768683010217,832.8062055505027,1148.9630519321825,833.1544007289401,1148.614856753745
