GEOID,x,y,area,population,p_public_transportation_commute,p_walk_commute,mean_commute_time,p_bachelors_degree_or_higher,unemployment_rate,p_GRAPI<15%,p_GRAPI>35%,p_without_health_insurance,p_nonfamily_household,p_vacant_housing_units,p_renter_occupied,median_household_income,p_SNAP_benefits,p_below_poverty_line,p_white,p_age_students,median_age,p_mobile_homes,p_without_person_vehicle,p_veterans,2000,2004,2008,2012,2016
13117130404,670381.4605831822,-703579.0040873727,6.568405458778939,4555,0.5,0.4,35.4,61.6,4.1,66.7,13.7,4.0,13.2,1.4,3.6,133333,6.5,2.5,72.4,13.7,36.4,1.9,1.0,5.9,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130405,670260.802015312,-700465.5720730524,10.028382651851285,4547,0.7,0.3,31.9,48.3,0.4,35.5,11.8,7.9,13.7,6.2,13.5,101483,1.7,7.1,86.6,7.0,39.2,7.3,2.8,6.6,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130406,671843.229716898,-705442.2615319508,7.186845689269882,6525,0.3,0.0,31.9,40.1,2.8,8.3,42.3,20.7,31.0,2.6,31.9,78581,9.5,17.2,78.7,19.8,34.3,11.1,2.3,4.3,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130408,672913.9473756448,-701211.5377075861,6.8675999889099675,3509,3.7,4.5,26.7,32.9,7.4,7.3,41.2,16.4,38.4,1.9,40.4,51484,9.6,10.0,89.3,26.8,42.5,0.8,4.9,6.2,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130409,675774.1963993058,-699883.4194082664,8.902167540803706,3542,0.0,0.0,26.5,29.4,3.9,2.5,52.9,15.5,30.5,1.8,26.0,57383,3.7,10.7,91.8,28.5,35.8,4.5,4.6,7.9,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130410,673639.979859383,-703276.648628437,7.464960288562711,4681,0.0,3.2,22.8,35.9,5.8,8.5,37.8,13.9,45.5,4.1,53.5,48738,9.4,14.7,75.2,22.7,38.5,1.5,7.5,7.2,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130503,687618.956021148,-699240.6677298801,33.917280839138876,2736,0.5,0.0,40.5,47.9,0.8,43.0,4.0,11.8,22.3,12.9,15.4,94688,7.4,7.2,96.8,25.1,43.8,3.4,1.3,8.8,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130504,680151.3509241439,-701920.8938937733,15.03930551272702,4429,0.0,0.0,33.8,41.2,6.6,10.3,21.1,11.5,36.1,4.0,29.8,67042,3.2,5.9,87.5,18.4,37.6,0.8,3.4,7.3,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130505,682993.1673199323,-700470.5479393874,22.054755458576356,2572,0.8,3.2,33.0,43.8,0.9,0.0,58.1,11.5,23.3,18.4,9.1,87639,0.7,2.8,96.4,26.2,49.3,0.7,2.6,17.0,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130506,678970.9455840377,-698645.1397733493,10.693067261006538,3793,0.0,0.0,33.9,47.5,4.4,12.8,34.6,6.9,19.5,10.7,20.1,93596,5.3,5.0,93.9,15.9,35.9,2.2,1.0,3.3,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130507,679231.9310322945,-704738.7062381183,9.967963705852375,3137,0.0,0.0,39.5,40.5,2.5,8.6,37.4,4.1,27.2,13.7,16.8,86531,1.5,2.3,89.9,22.5,44.6,0.6,0.0,10.0,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130508,678117.2078674359,-707243.4415963287,11.501590229639948,5615,0.2,0.3,30.9,62.8,5.1,0.0,15.4,2.0,13.8,2.8,8.4,127358,1.0,1.8,88.3,19.4,42.2,2.2,0.5,7.1,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130509,676456.0183768916,-703441.8902366026,9.827807639957426,3650,2.2,0.4,32.6,49.1,8.2,4.8,34.1,13.3,24.1,6.5,23.8,91157,4.9,5.3,89.1,24.3,44.4,3.1,3.3,6.2,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130510,675086.0849298459,-707636.4898001816,18.30554794068267,6645,1.3,0.0,35.3,55.2,2.0,21.3,22.8,8.7,10.6,6.3,22.3,121656,4.2,3.8,79.6,15.3,38.2,1.7,4.4,6.9,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130601,666481.0791329778,-709046.2506623296,17.38598955637231,5289,0.0,2.5,29.2,47.4,1.3,20.0,36.9,15.9,20.2,5.3,23.3,78125,3.2,8.1,70.2,19.2,34.6,9.1,0.0,4.6,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130602,664659.0405602509,-712304.0484697174,5.592412423499395,5387,1.1,1.9,28.3,48.6,1.8,40.2,10.2,23.5,16.1,3.5,21.7,99342,4.1,6.7,72.8,18.0,35.8,9.9,1.4,4.3,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130603,667910.9516807712,-712196.6995273585,15.466186291052644,7243,1.4,0.9,31.8,72.3,3.6,32.7,42.3,7.9,25.4,2.8,25.0,133947,2.1,6.1,58.4,15.9,36.4,0.4,1.0,4.2,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130604,669846.8053235438,-714075.0375810193,6.391556491988334,4925,0.2,0.3,30.5,74.0,2.6,20.5,6.0,2.8,12.8,4.9,7.9,159583,0.9,0.0,74.0,14.6,39.2,0.0,0.0,2.8,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130605,672490.0406596315,-709840.3660856494,7.343200910799661,4638,0.0,2.8,32.0,60.4,4.0,0.0,17.7,6.5,17.1,3.9,6.8,126992,1.7,5.4,78.2,21.2,43.4,0.3,1.9,5.5,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130606,671476.7611642951,-715972.4049341733,4.459540629251077,4520,0.0,0.0,30.0,66.2,4.1,0.0,57.2,5.8,15.7,3.5,27.0,117632,1.5,3.0,82.1,19.7,44.9,0.0,3.5,7.3,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130607,674703.1048890807,-710047.3341592212,7.753720035839179,7181,1.5,0.2,36.6,74.1,2.7,23.5,25.0,1.8,9.2,5.5,3.8,140441,1.2,3.4,56.1,14.4,36.8,1.7,0.7,5.3,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130608,674127.810748584,-717338.831862929,8.744999141131519,5744,1.3,0.0,34.8,71.5,1.6,0.0,13.6,9.3,9.4,1.5,6.1,140583,0.5,2.5,41.1,14.5,39.7,1.2,0.6,3.6,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130609,675412.6527253285,-711906.4534131704,6.850768634249715,6513,0.5,0.3,37.7,75.1,6.5,8.5,20.3,4.9,4.7,3.7,8.3,136146,2.0,3.2,56.8,10.8,33.8,1.4,0.0,2.5,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130610,675872.8321113804,-716206.104441547,10.591656640412959,4976,0.0,0.0,33.2,69.2,4.2,14.3,19.6,4.7,7.8,1.5,4.0,146667,1.6,3.7,73.3,14.6,42.0,0.4,1.5,4.9,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130611,676837.8299268992,-712944.1883496552,6.35313175425143,5332,1.3,0.0,39.4,68.2,3.8,0.0,63.5,4.7,8.5,4.2,4.6,133281,2.3,2.7,74.8,21.6,37.7,0.7,0.5,7.2,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130612,672702.527830833,-713581.9092010662,9.608595253518782,6542,1.0,0.0,33.7,69.1,4.6,0.0,10.0,4.2,7.6,1.3,8.8,146644,2.0,1.8,79.7,11.2,40.1,3.4,0.9,6.6,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13117130613,670170.3290075947,-709830.6831761462,8.104456130704548,4781,2.0,0.0,35.6,60.8,4.9,2.7,42.4,8.4,19.1,4.1,26.6,99688,0.0,3.3,61.9,12.7,36.6,0.7,2.5,8.1,0.8057627020282622,0.8370581568321882,0.7934077133508556,0.8189465574870463,0.7485666520206188
13119890101,766511.0238552126,-676261.653372845,63.072797714996305,4324,0.0,0.7,19.0,19.9,5.0,10.7,36.6,16.7,29.0,11.8,46.7,38378,26.4,25.5,76.3,11.6,35.7,19.8,7.9,5.8,0.6420424635901035,0.6991826343293581,0.7602405110860578,0.8030999605937212,0.8501868145112691
13119890102,765535.2498597522,-669611.6418145897,99.55947583837674,3840,0.0,0.0,27.5,16.1,4.9,29.5,27.2,13.3,23.4,36.7,34.3,46726,24.1,23.6,86.1,20.9,47.6,35.5,2.8,10.1,0.6420424635901035,0.6991826343293581,0.7602405110860578,0.8030999605937212,0.8501868145112691
13119890200,751782.8715172077,-678391.0873960286,273.5183027587899,5601,0.2,3.4,28.1,9.3,7.1,20.7,56.9,18.9,21.3,21.6,20.9,46275,22.2,22.4,90.4,16.6,44.6,36.5,3.3,3.9,0.6420424635901035,0.6991826343293581,0.7602405110860578,0.8030999605937212,0.8501868145112691
13119890300,753963.2853717118,-690031.4959928441,158.40028225045694,3275,0.0,2.1,28.6,12.3,4.7,37.0,6.9,15.3,35.2,13.6,28.0,39271,17.8,20.9,94.8,21.0,37.6,38.2,4.1,5.8,0.6420424635901035,0.6991826343293581,0.7602405110860578,0.8030999605937212,0.8501868145112691
13119890400,765643.3843373413,-686719.5529683096,95.98989050323165,5474,1.5,4.2,23.6,11.7,3.8,7.9,38.8,16.6,35.5,19.1,41.2,26424,30.8,30.3,83.3,44.1,38.8,20.1,12.9,6.6,0.6420424635901035,0.6991826343293581,0.7602405110860578,0.8030999605937212,0.8501868145112691
13121000100,655490.2656328084,-747733.2607828712,3.3560705159866226,5373,1.5,0.6,20.8,81.7,3.9,11.0,17.5,4.0,33.6,7.2,23.2,154911,1.0,3.8,91.0,24.1,38.1,0.6,0.0,2.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121000200,654645.7832965073,-748575.2636439439,2.885098736500181,6291,1.5,3.6,21.6,82.3,2.3,18.6,18.2,2.4,54.5,3.8,31.7,128171,0.7,5.5,89.2,35.1,38.2,0.0,0.6,4.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121000400,653352.0318163426,-748949.5998992882,1.6088413930428984,1910,6.9,19.0,19.4,81.7,5.3,19.7,24.2,3.7,62.1,15.5,37.1,88971,0.0,4.5,79.7,51.3,44.6,0.8,6.8,7.5,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121000500,652684.2499310904,-748073.5979683364,3.314737469223756,5317,3.8,9.8,19.1,76.9,3.7,19.7,28.2,6.8,66.8,24.8,47.8,91765,3.3,10.1,64.7,54.2,31.4,0.0,9.3,3.6,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121000600,650804.3326960407,-749405.2059147535,1.4632559878945444,7646,6.1,18.1,21.8,79.5,5.9,9.1,49.7,11.1,86.0,17.0,80.7,53728,0.2,43.9,51.9,99.2,24.1,0.0,14.0,2.6,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121000700,649196.4999438067,-749999.0406637546,1.7435617536013508,3414,4.4,1.0,24.7,18.7,10.9,8.1,57.8,11.6,54.2,16.0,37.9,74891,10.7,19.0,27.2,51.8,40.5,0.0,12.6,4.8,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001001,652129.55852014,-749801.5678024918,0.9374181787076543,2766,6.3,35.0,17.1,77.3,2.7,20.1,32.2,6.3,74.5,31.5,54.8,95900,0.0,18.8,54.0,95.9,26.0,0.0,6.1,2.9,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001002,651412.0589893485,-750348.3011416056,1.7675072892666284,7063,6.5,44.0,15.9,67.4,10.9,3.8,61.5,2.4,93.1,15.6,98.6,31389,2.2,40.1,49.6,99.9,20.0,0.0,17.6,0.4,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001100,652920.9890792321,-749445.56065969,0.4722320247698442,4554,5.5,15.8,22.8,77.5,1.8,23.5,16.0,3.4,75.5,25.9,49.3,106791,3.7,6.1,76.5,81.3,36.8,0.5,11.6,3.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001201,653192.6935206797,-750304.3694856401,0.5687061236343708,4265,10.2,11.6,17.8,74.2,1.1,15.6,38.6,3.5,79.8,4.3,72.5,60074,2.4,8.7,73.4,54.1,32.7,1.8,13.5,2.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001202,652741.9286160296,-750269.4303417614,0.48233464742731663,4597,10.5,11.8,23.7,82.9,2.8,12.8,36.2,2.1,78.7,17.3,51.3,82188,1.0,8.6,69.7,88.8,34.4,0.0,10.1,3.6,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001300,654002.959286789,-750305.3948232057,1.31998392967642,4356,5.3,6.3,26.2,68.5,2.8,21.5,26.5,5.4,70.1,13.5,59.0,76322,6.4,20.4,66.2,49.5,32.0,0.6,5.2,6.2,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001400,654863.406546732,-750186.7543435341,0.724614539970764,2514,1.4,3.1,24.7,83.7,1.7,11.7,33.2,5.3,70.1,9.4,59.0,80168,1.5,3.3,87.5,43.8,32.0,0.0,3.6,4.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001500,655632.1331827696,-750234.8674707031,1.135017609848485,4649,2.0,5.4,21.8,72.5,3.5,11.0,33.8,8.3,75.2,10.3,58.9,70404,8.9,11.7,84.7,45.7,33.4,0.0,16.4,3.8,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001600,655511.7565951156,-751224.4055050043,0.9264669965731757,2172,8.0,5.1,25.3,83.4,0.7,18.8,16.5,2.6,68.1,18.3,69.8,74200,0.6,5.6,84.4,47.8,31.8,0.0,5.5,4.4,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001700,654435.5096571054,-751438.2657444287,1.2506914166654564,4414,5.2,1.7,25.9,69.1,1.7,14.7,24.8,5.3,67.5,10.1,78.0,73558,6.2,10.7,56.4,48.1,31.2,0.0,9.6,2.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001800,653425.904376796,-751412.960830551,0.9190953714610441,4215,4.8,9.2,20.5,51.7,3.6,9.8,28.4,3.9,84.6,6.9,71.7,42107,18.9,28.4,45.5,74.0,37.4,1.1,32.3,4.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121001900,652567.2208883616,-751451.2919541404,1.0183890029927825,5060,11.5,26.8,21.2,56.5,8.9,10.0,30.0,9.6,85.6,30.0,64.8,59375,7.9,28.4,45.4,96.9,21.9,0.0,14.0,3.4,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002100,651876.3251846489,-751541.3225963337,0.7781914281607567,2463,13.4,10.9,20.6,32.8,24.7,0.9,53.9,24.0,63.1,23.3,64.2,47917,18.7,50.5,29.4,56.4,36.7,0.0,16.3,6.4,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002300,649662.3357230796,-751400.1686975763,1.1317818128826405,1459,31.8,0.0,32.7,10.7,22.1,9.9,55.0,19.1,55.7,53.3,76.1,26705,37.0,30.8,7.5,32.8,39.4,0.0,47.0,5.8,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002400,649112.0735727992,-752365.9264081407,1.3554663602354202,2868,15.0,5.7,29.0,20.5,30.0,10.7,56.3,25.3,49.2,37.1,64.0,27453,38.0,37.3,4.8,13.0,30.8,0.0,29.8,4.6,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002500,650237.4892363534,-752294.9562481713,0.8742588383485402,2438,30.5,2.0,31.5,28.0,8.4,5.1,57.9,15.9,65.8,26.7,80.8,28667,36.8,39.6,6.2,47.5,33.5,0.0,37.8,4.6,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002600,651168.5409419249,-752304.5082852165,0.9585460215593051,1565,40.6,2.9,34.1,16.0,13.0,10.5,59.2,16.7,46.5,6.9,89.2,32763,43.6,39.5,1.2,29.5,27.6,0.0,30.4,4.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002800,653324.3975336478,-752332.5636302056,0.7498062064320011,5188,6.3,24.7,19.0,49.4,7.1,12.6,40.3,8.0,83.8,17.9,90.1,28429,19.4,32.2,30.5,96.1,21.0,0.0,31.5,1.8,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121002900,654256.5088006416,-752319.6669211406,0.7165243564655758,2518,3.2,5.4,22.9,60.1,4.2,10.1,34.9,6.0,74.6,19.4,71.5,66687,8.7,16.1,48.3,63.9,32.3,0.0,14.6,6.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003000,655357.2508106924,-752182.711464666,1.1878558671844057,3540,5.6,3.4,24.4,83.8,2.1,18.8,25.5,2.1,59.6,8.9,47.8,105950,0.9,4.0,83.4,39.0,35.0,0.0,2.8,4.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003100,655783.9993405105,-752941.5388575706,0.8777846226832022,2026,10.8,3.5,26.3,54.0,4.2,7.5,55.1,13.4,61.6,12.2,56.0,50526,10.0,15.1,65.1,71.3,31.6,0.0,16.7,2.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003200,654672.3830535772,-753218.6671606627,1.066383726864674,2316,5.6,2.7,26.7,65.8,1.0,13.2,28.6,7.2,66.5,20.2,31.3,99609,0.7,3.4,82.9,39.9,34.5,0.0,2.7,10.9,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003500,652206.3201209105,-753152.1664583683,1.4094500659066025,2022,22.2,12.7,23.7,33.0,22.3,7.1,44.1,39.2,87.2,16.0,66.9,57083,4.1,55.0,36.5,97.6,42.3,0.0,11.8,8.4,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003600,651159.0965230041,-753073.4557788942,0.394810526899482,1498,24.0,5.8,31.5,48.7,9.7,2.0,29.5,19.2,81.5,16.5,71.9,43906,20.0,36.9,10.0,78.5,29.0,0.0,33.8,3.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003700,650497.9194454245,-753409.2730141158,0.09079279834205803,148,0.0,0.0,0.0,27.0,0.0,33.3,33.3,9.5,100.0,0.0,100.0,16830,34.1,44.6,0.0,0.0,72.2,0.0,33.3,18.2,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003800,650317.9080683972,-753209.032597135,0.8367436681415351,4075,11.0,40.1,16.9,35.8,12.7,0.0,43.0,7.6,74.2,43.2,89.3,21181,26.4,36.6,19.9,99.1,20.1,0.0,28.3,0.3,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121003900,649381.3625732969,-753314.9602176107,0.8441480690432632,2414,20.2,2.2,28.2,14.4,14.2,2.9,48.5,16.4,35.8,30.5,68.9,30294,34.6,36.9,0.3,37.1,25.8,1.1,28.2,0.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004000,648075.4940675384,-753355.9678096565,1.6143312503744287,2323,20.5,1.5,29.6,21.4,15.3,6.4,52.3,20.8,52.1,30.8,62.0,31011,35.5,32.4,3.1,23.2,37.9,0.9,23.5,10.0,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004100,648853.8971903097,-754347.4050798141,1.263122274537153,2135,21.4,0.0,33.1,31.7,11.6,2.4,53.5,16.0,42.6,39.9,54.5,47159,32.0,34.2,10.4,43.8,34.9,0.0,18.2,7.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004200,649776.6878092585,-754530.779171556,1.2503862672618489,2453,38.3,1.1,27.4,22.9,11.4,10.1,34.4,15.8,68.9,12.5,82.2,16162,35.4,45.9,6.8,26.1,44.1,0.0,52.6,4.6,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004300,650602.3661329853,-753809.6569329579,0.6158761305743594,3133,8.9,23.5,19.9,26.3,10.7,19.6,40.1,10.7,64.5,8.0,76.0,35483,24.5,33.5,14.7,86.8,20.9,0.0,22.2,0.5,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004400,651294.1494511751,-754304.9061099433,0.8274893704214997,2654,9.0,6.1,26.6,14.8,15.6,8.5,62.4,21.2,64.5,16.4,97.5,20146,51.4,51.2,6.7,25.5,27.5,0.0,38.9,4.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004800,652939.414096891,-753869.5701785488,0.39403618161417897,1144,21.8,6.5,23.0,34.5,6.3,5.1,36.8,14.0,74.2,7.8,95.6,22316,24.8,41.3,20.1,58.5,31.4,0.0,30.9,5.0,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121004900,653364.7228983729,-754239.3400436101,1.0965813409161693,2645,4.1,7.7,24.3,63.1,5.3,22.6,33.7,11.5,41.3,16.0,31.0,83456,7.6,17.4,56.9,22.2,36.3,0.0,8.4,2.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005000,654692.780491747,-754078.221327041,1.363188775955239,2021,4.7,3.0,27.3,71.3,2.6,12.8,36.8,8.1,63.4,12.5,35.9,85250,2.2,9.0,79.1,33.3,36.0,1.3,9.5,4.0,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005200,655694.8758592457,-754784.2044959865,2.272488989527454,5420,3.1,2.4,29.5,69.7,2.7,22.0,34.7,6.7,47.3,10.9,35.6,96866,1.6,10.2,72.0,39.2,33.9,0.0,3.2,3.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005300,654181.6619284761,-755194.4314169975,2.220360768041003,3713,4.7,1.6,29.6,73.8,2.0,15.5,30.7,5.6,45.9,10.3,29.1,104750,6.0,10.1,68.1,24.8,36.7,0.0,5.5,3.2,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005501,652995.7215389252,-755474.8895694277,1.1955258894580354,2349,11.3,2.3,30.9,34.1,8.0,7.9,58.4,14.6,52.9,26.3,65.6,31000,33.3,43.3,19.5,29.6,29.2,0.8,28.7,2.5,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005502,652750.4087674746,-756996.8138015821,1.7061742974477119,2887,11.7,0.6,27.8,19.2,16.2,11.0,48.4,11.8,56.0,16.1,80.2,24489,31.5,39.8,7.5,27.6,29.6,0.0,20.5,5.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005700,651178.8108470902,-755285.3467330956,0.8342422470609983,1704,29.8,1.5,31.3,17.9,9.7,12.5,48.1,14.7,57.7,27.4,90.1,20980,34.7,32.8,2.8,42.2,27.9,0.0,37.0,3.4,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121005800,650498.9082555948,-755311.7417710332,1.2594330705417403,1698,36.4,5.4,31.9,26.9,20.9,6.4,54.6,25.7,44.5,23.4,52.2,31288,30.6,35.5,17.9,22.8,33.8,0.0,30.4,3.2,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006000,647845.6288544007,-754697.4031947387,1.5699936367255645,3549,24.6,3.1,32.6,26.0,7.9,10.7,37.6,13.6,51.5,22.7,54.6,41504,24.0,20.8,7.4,16.4,37.5,0.0,22.3,7.0,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006100,648057.3514698196,-755824.2009516995,2.252394844073736,3824,18.9,1.1,33.4,10.2,14.1,4.0,53.7,20.0,39.4,23.8,51.7,27849,38.4,28.3,3.8,24.4,35.6,0.0,21.0,3.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006200,649474.9757660594,-755710.6898474939,1.042785220681046,1729,29.8,0.0,33.0,22.2,6.9,9.2,62.6,13.8,38.8,27.6,53.7,40000,23.4,22.8,6.3,25.4,33.1,0.0,20.3,2.7,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006300,651530.3661188997,-756187.4167876242,1.3289069784662841,1389,26.5,5.3,34.0,12.7,21.7,1.4,56.7,25.0,54.7,46.8,67.0,25676,34.4,38.5,7.3,24.2,35.0,0.0,34.1,7.9,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006400,653966.9187231695,-756679.6043635953,1.2592417438836436,1052,18.2,6.6,40.3,18.5,3.5,15.4,53.5,18.4,46.1,21.9,69.9,26958,18.9,25.5,27.5,37.8,35.1,1.0,21.0,7.0,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006500,650588.5548861596,-757282.5169834347,3.288452304632896,4279,14.6,0.0,34.3,27.0,7.8,14.1,65.9,18.8,46.2,18.6,45.5,44954,20.0,25.7,21.1,26.7,36.6,0.4,14.0,4.2,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006601,649456.2238911374,-757592.9087518663,1.9588554596780459,1762,22.1,0.0,33.1,25.8,15.0,0.0,60.2,14.8,52.8,28.8,40.6,35197,33.2,31.8,16.7,38.3,35.8,1.4,32.1,7.0,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
13121006602,648857.2126994346,-756821.5918780079,0.6364125888396142,1195,52.5,4.7,37.6,4.9,13.7,6.5,60.2,20.2,60.4,24.7,78.7,18534,33.9,55.3,0.2,17.6,31.6,0.0,42.2,5.1,0.4081990121015613,0.4025427790825864,0.3236119123878489,0.34927686108295086,0.28392802904294245
