e32c0c25a715e81b3a49ee2ca95819232ff9ccd8,DELETE,executable,labs/redistricting/data/ga_district_df.csv,187481594,
dd7b79db55c7a948d682cb9d3314a972fafeab4e,DELETE,executable,labs/redistricting/data/leaf_nodes.p,108463834,
