start,end,street_name,delay8pm,delay5pm
42762521,42748406,BostonRoad,7.23695,10.808610909090907
42762594,42746142,BarnesAvenue,47.20507166666666,49.7978
42466971,42473266,MadisonStreet,47.90259555084744,47.23070172413794
42467167,42467168,MillerAvenue,24.350345384615384,25.559143750000004
42465425,42521154,34thStreet,40.481922222222224,31.659225
42516884,42498758,VanderbiltStreet,15.036512702702709,19.719033333333332
42467164,42467167,MillerAvenue,24.416800769230765,24.57517
42809585,42862148,69thPlace,5.945389848993291,10.835685436893202
42466967,42473259,GatesAvenue,42.82038125000001,49.43453928571429
42466966,42473255,QuincyStreet,43.2915165,50.33982222222221
42467162,42467164,MillerAvenue,23.687299545454547,24.348740499999998
42810507,42833501,46thStreet,38.22127263157895,33.050151403912544
277028983,42926092,57thAvenue,18.684928933333342,23.940596759259257
42809582,42862144,69thStreet,6.320248095238097,9.53958544483986
42467160,42467162,MillerAvenue,13.90766863636364,20.50680857142857
42467159,42467160,MillerAvenue,14.53255678571429,20.735686190476194
42466962,42473245,GreeneAvenue,47.49747699999999,47.85819779411765
42809579,42862140,68thStreet,28.040694,20.741743333333336
42467157,42467159,MillerAvenue,12.214013333333332,21.93710208333334
42467155,42467157,MillerAvenue,21.32522857142858,21.125012857142853
42466959,42473232,LafayetteAvenue,37.7212315909091,51.473511184210544
42445817,596776349,ParkAvenue,11.851721635485822,13.842748023758098
42466957,42473229,KosciuskoStreet,38.711719805194804,51.35399840000001
42466376,42491220,LeonardStreet,40.397857077774155,39.55885935386928
42910642,42874669,74thStreet,29.84707447204969,33.90632324074074
42734305,60924009,OgdenAvenue,13.859323565891469,30.994679166666668
42445817,596776201,ParkAvenue,11.876746847290637,15.281400791044776
42762606,42745120,BostonRoad,9.101906785714284,9.942798846153847
103116506,1858043507,CrossBronxServiceRoadNorth,10.405228571428571,8.04143
103137103,103137087,RiverRoad,15.2603,15.69802666666666
1657671821,1334569047,DoctorTheodoreKazimiroffBoulevard,16.573468695652174,34.795030000000004
42860167,42866328,62ndRoad,32.8917,26.4293
103235392,103235768,PalisadeAvenue,5.734088813559321,6.500210238095238
42467143,42467150,MillerAvenue,4.767718787878788,7.547873703703703
42810494,42833309,29thStreet,11.969912610489104,14.258716808090774
42466947,42473217,PulaskiStreet,37.45555684931507,47.48591513513515
1061531707,42439464,West66thStreet,45.91559674934831,57.068831237975594
42862735,42786642,CoronaAvenue,5.031972928994083,6.887285309090911
2757013521,42898788,86thDrive,9.31095,59.7355
42467139,42467143,MillerAvenue,8.863953902439022,21.578343333333336
42910631,42874655,HazenStreet,22.742021052631582,29.331271333333337
1061531608,42442422,Broadway,19.707973692712752,21.484975533300453
42754112,2827501290,SaintAnnsAvenue,40.2613300813008,41.32281874999999
42467138,42467139,MillerAvenue,15.303391666666668,24.036924444444452
42762594,42745176,PelhamParkwaySouth,12.960289285714286,13.337159999999999
42464866,42537496,SouthPortlandAvenue,14.854523198818896,17.957393082568803
1061531603,42442480,West86thStreet,39.52442107300889,37.46476826534093
42763397,42720202,HenryHudsonParkwayWest,31.36208888888889,18.0122
42466939,42473213,WilloughbyAvenue,38.95362214912282,51.54193155080216
595338100,42441949,RiversideDrive,9.103045872611467,9.513999857482185
103137087,103137103,RiverRoad,19.65845214285714,23.055108518518523
276299131,276314184,QueensBoulevard,17.550363290322583,24.088907710843376
482539630,2446054619,70thStreet,5.839501011764709,10.310643783227842
103137087,103137081,RiverRoad,11.886737777777777,12.741751481481481
42762606,42744531,BarnesAvenue,11.784868,12.697247500000001
103874365,103874363,GregoryAvenue,16.328231578947367,18.0209
42859103,42898828,SenecaAvenue,17.11405,17.45915
42762584,42745144,BakerAvenue,12.383216999999998,13.484635294117647
42466506,42486350,UnionStreet,17.587350757198735,23.82784009958507
42466189,42496169,8thStreet,35.527236999999985,44.21967631578947
42859100,42898825,CypressAvenue,11.907691000000002,18.379578888888883
42517050,42492328,SandfordStreet,24.376218516452866,31.266436216216224
42762558,42745895,SaintAnnsAvenue,10.456867637362638,16.023179999999996
103137081,103137087,RiverRoad,16.3220275,16.121825769230767
42466188,42496172,9thStreet,39.02520874779543,43.270504461538465
42465382,42521147,26thStreet,52.730942105263146,80.68584444444444
42516276,42516279,MarcusGarveyBoulevard,16.400118641655887,18.306333260869568
42762521,42746959,BostonRoad,3.2310895652173905,5.4175870999999995
42466184,42496177,11thStreet,34.341631840796026,43.44567499999997
42807473,42926251,101stStreet,13.284122777777778,14.644377222222223
42762551,42745917,3rdAvenue,9.495134910714286,14.931978613861391
42517044,42492316,FranklinAvenue,33.066867557388825,35.15004124214932
42466180,42496186,13thStreet,36.012985786802055,43.368767570093446
42467104,42467484,KingstonAvenue,16.39413476190476,15.61175222222222
42517047,42492110,MyrtleAvenue,14.756185430894316,15.428507645259934
42467033,42469624,GreeneAvenue,17.785690375505492,19.348489510567298
42466655,42481338,WestDrive,16.25963082474227,28.204703939393937
42516815,42499237,SaintPaulPlace,15.198291739130436,9.3272
42517044,42492110,MyrtleAvenue,15.016972768240336,17.447727824377452
42465408,42519962,32ndStreet,37.50693846153846,45.964839999999995
2807693088,2807693089,AtlanticAvenue,15.009533333333337,66.808185
42862044,42807109,PalmettoStreet,52.236436363636365,46.820620000000005
42467030,42469621,LafayetteAvenue,17.451038302207117,19.671608997613372
42467111,42467104,MidwoodStreet,37.523475,52.545
42762404,42750152,GuerlainStreet,8.977368,12.087567142857141
42516653,42504093,HarrisonAvenue,10.647895564371632,13.483728566308242
42516653,42504087,BartlettStreet,5.849388086956523,13.283550666666667
42467026,42469615,WilloughbyAvenue,15.42387715277777,17.7137297245509
42862039,42807106,LindenStreet,44.859369230769225,24.258723499999995
42467317,42460576,LenoxRoad,15.53105,14.206830000000002
42909259,42916119,65thStreet,13.824242222222225,17.315275
42467024,42469614,MyrtleAvenue,16.90467966738974,17.714901713906112
42467023,42469612,ParkAvenue,14.228504378651094,16.0887875786016
103874467,103870384,WashingtonStreet,10.007085714285717,13.055120869565215
42467104,42467095,MidwoodStreet,14.48565,39.0984
42516255,42516258,MarcusGarveyBoulevard,16.0129243283582,19.04897888429752
276299053,276315696,QueensBoulevard,18.287588205128205,21.58460378199835
42467313,42460576,LenoxRoad,11.11254860465116,12.47921705882353
42517547,42476086,MontgomeryPlace,38.99347857142858,60.69496023809525
42861870,42812097,84thPlace,9.52515,52.800975
42516250,42516255,MarcusGarveyBoulevard,14.815182519809825,17.84780080178174
42909782,42899662,79thLane,21.354929821428566,29.00363333333333
42467016,42469606,FlushingAvenue,11.500546355916901,14.667825046020571
42809642,42858220,83rdPlace,21.324526206896547,48.129544117647065
42859271,42892542,DryHarborRoad,8.27566118181818,13.425749292452826
42467095,42467091,MidwoodStreet,7.166380606060606,7.437997142857143
42859271,42892538,DryHarborRoad,12.109065454545453,17.497768000000004
1293095295,103859189,PavoniaAvenue,31.280238750000002,36.73633076923077
42761360,42782029,WhitlockAvenue,6.787826,12.73853
103874202,103878274,PalisadeAvenue,6.90372,3.9321900000000003
42516245,42516250,MarcusGarveyBoulevard,15.559880482014375,19.39608591919192
42465349,42521145,22ndStreet,44.531471428571415,50.39858076923077
42467091,42467089,MidwoodStreet,5.070601666666667,6.137888571428571
2829090598,2829090597,East170thStreet,12.69760733333334,17.997674814814815
42467089,42467085,MidwoodStreet,5.559215666666666,7.2228900000000005
2829090597,2829090598,East170thStreet,12.851612631578947,11.019707368421052
103137045,103137037,RiverRoad,12.728123076923076,21.40894090909091
42762616,42742808,BarnesAvenue,35.2167,38.7306
42467085,42467081,MidwoodStreet,24.47441666666666,41.966425
42465340,42521144,20thStreet,29.894686538461546,41.239725
42516233,42516238,MarcusGarveyBoulevard,15.975567171479078,21.45949191449814
103137037,103137045,RiverRoad,13.134991086956523,24.145448928571437
42467081,42467079,MidwoodStreet,28.95225,69.52523
103137037,103137025,RiverRoad,28.36440624999999,58.775765217391324
42516074,42521141,4thAvenue,13.52469550143267,15.231062315789481
42467079,42467077,MidwoodStreet,36.47732499999999,53.4274625
42761878,42765482,GleasonAvenue,9.961121538461539,13.194665
42466921,42471953,LocustStreet,22.723047829787223,26.172759589041096
42762858,42735063,East166thStreet,16.454951250000004,21.850543870967748
42736984,1544574107,BaileyAvenue,15.81579025316456,22.83931066666667
42467077,42467075,MidwoodStreet,33.287274999999994,56.94102857142857
42861322,42828372,18thStreet,12.953183091787434,11.532574326923081
42517050,42490731,MyrtleAvenue,13.118754610492843,13.344203978779843
42516258,42515255,MarcusGarveyBoulevard,16.28711335122699,18.132914757894742
103184816,103228539,BergenTurnpike,21.2233,25.7795
42516721,42500887,LottAvenue,14.866428571428571,3.575204761904761
42467150,42464682,MillerAvenue,18.80592833333333,23.455529629629627
42517539,42475481,DeanStreet,26.372087405541553,33.03629740740741
1061531509,42443310,West62ndStreet,24.730342034470212,30.56651063004447
42761331,42782146,East212thStreet,16.7271,15.9605
103137025,103137037,RiverRoad,30.84463829787233,51.63926190476191
42467069,42467065,MidwoodStreet,42.257979999999996,36.57049999999999
42817906,2312768053,43rdAvenue,20.886971388888885,19.81362649122807
42516713,42500877,DumontAvenue,9.243483333333334,16.984815
42467065,42467069,MidwoodStreet,24.74635647058824,30.77538571428571
42762623,42741923,BarnesAvenue,10.174515000000003,23.9683
42445733,596776103,East88thStreet,24.699661452151815,33.1290543798331
103874204,103877216,NewYorkAvenue,8.4691025,2.49863
103874204,103877214,NewYorkAvenue,5.767903829787236,12.7637625
42909266,42914502,64thLane,8.237264,11.136465
1064257425,42874203,90thStreet,17.79922367724868,28.737104499999997
42465315,42521141,15thStreet,38.77774166666669,37.02307625
42467059,42467065,MidwoodStreet,11.83419142857143,12.75665
103874294,103874292,3rdStreet,12.848860923076918,18.9749
373867810,42467405,HamiltonAvenue,11.987971640314287,13.184365427660707
373867810,42467403,ColumbiaStreet,11.085037128953761,11.742304944225724
103874292,103874290,3rdStreet,13.328195942028985,13.615585531914897
42468780,1260335214,FultonStreet,8.211407000000003,12.229983148148149
103137010,103137003,RiverRoad,8.839750714285715,16.847968620689656
42809599,42858180,72ndStreet,41.02155,104.1535
276299050,276314183,QueensBoulevard,19.849621059253234,25.028968749279542
103874288,103874285,3rdStreet,14.09718944444445,22.02301052631579
42860701,42846791,47thAvenue,30.4713675,42.43468125000001
42516599,42503841,FranklinStreet,13.572981132591282,16.40736135404679
2449886967,42749550,CloseAvenue,37.9945,42.635216666666665
2449886967,42749545,BronxRiverAvenue,41.9649,53.66008000000001
103874283,103874281,3rdStreet,12.274810615384613,13.955801379310344
103137003,103137010,RiverRoad,12.714256704545456,16.31532606557377
1112485711,103883989,GreeneStreet,2.6205700000000003,2.6205700000000003
42466495,42484051,WarrenStreet,27.09879032786884,36.482202682926825
42912662,42808637,ForestParkway,7.126922857142857,7.31332
42809589,42858172,69thLane,40.74145,48.05385
461040429,42820021,RutledgeAvenue,33.06583333333334,13.630192857142855
103874278,103874276,3rdStreet,31.858854,12.80322
461040323,42823270,76thAvenue,39.29500999999999,43.054852173913034
42808189,42901523,BordenAvenue,25.350835757575748,29.76696906009244
42465294,42521136,8thStreet,40.33466329588014,40.52790295454547
276066175,42884818,AstoriaBoulevard,5.156411649484534,14.056668935483867
42860202,42861879,FurmanvilleAvenue,22.963291666666667,21.514744999999998
42467033,42467030,ClermontAvenue,27.613392817679568,29.40782195505618
42516810,42496786,CovertStreet,22.564283612903235,26.2357283802817
42860194,42861875,64thRoad,22.629587096774195,25.915156000000003
42467030,42467033,ClermontAvenue,25.813436719745226,30.881447885572136
42467030,42467029,ClermontAvenue,33.35593048250906,37.50426785249459
42467029,42467030,ClermontAvenue,31.395166668951358,37.18337090225565
42467029,42467026,ClermontAvenue,40.890828033866434,48.247366666666686
42465281,42521134,4thStreet,37.79633643835614,49.47626375
42467026,42467029,ClermontAvenue,36.99679076375713,41.347279714285726
42467026,42467024,ClermontAvenue,28.849170021186424,33.75315640287771
1061531491,42442432,AmsterdamAvenue,7.0210127492692465,8.494053636964129
42870690,42536329,SaintNicholasAvenue,14.582164444444446,16.80347111111111
42467024,42467026,ClermontAvenue,26.09813486580361,30.23064800350264
42467024,42467023,ClermontAvenue,47.7993102244389,51.17030262529833
103874259,103874255,3rdStreet,23.506808333333336,27.54717
42467023,42467024,ClermontAvenue,40.09692492556359,47.49521444557477
42467023,42467016,ClermontAvenue,30.415681027667983,33.12408391608392
42516312,42511913,StarrStreet,39.3984924528302,45.61651111111111
42910163,42885408,50thAvenue,8.65085418604651,15.640358333333333
42860184,42861870,PenelopeAvenue,22.78122352941177,21.84080666666666
42910160,42885408,50thAvenue,9.664224032258065,12.436199041095891
42860576,42849631,47thAvenue,10.358325909090908,16.311776376811597
42517500,42474919,BergenStreet,19.554022222222223,26.202642857142855
42860233,42860230,WoodhavenBoulevard,13.215024166666666,12.789670666666666
42467016,42467023,ClermontAvenue,24.30734609358,33.41815064516129
42762954,42730120,SaintPaulsPlace,10.5946375,29.178457142857145
42517498,42474922,MotherGastonBoulevard,15.929715,19.023442857142857
42862606,42786614,VanHornStreet,9.646798031496067,12.819183608247418
42861879,42809128,84thPlace,5.676412413793103,14.048513333333332
42860230,42860227,WoodhavenBoulevard,11.123296818181817,9.678914285714285
530754330,103096338,BridgePlazaSouth,26.418740000000003,24.2526
42466202,42492148,1stStreet,11.305920391872279,14.335811063432832
42860570,42849631,47thAvenue,9.951582787979971,12.672892355040146
1061531447,42443313,West63rdStreet,13.683179367854734,18.295773561815498
42860161,42862217,61stRoad,17.818945728155345,22.97081163636363
42761331,42780193,East212thStreet,8.812375,7.98774
1061531839,42431034,West85thStreet,24.571290708855557,27.90201487284045
42465260,42521132,DegrawStreet,51.10803257918553,53.22129007936508
42910230,42882823,50thAvenue,16.140367647058824,19.76000909090909
42861322,42826027,26thAvenue,20.049090634920635,27.793306976744187
42467004,42466923,LewisAvenue,7.060562857142857,21.11797333333333
476025195,598031819,Brooklyn-QueensExpressway,24.005084135021097,27.455145180102917
42467004,42466921,Broadway,9.229874540816324,9.846343382352943
103874285,103872676,3rdStreet,15.483159100000007,18.319027037037035
42787441,598763938,101stAvenue,15.914544444444443,19.71695
1858043569,1858043571,CrossBronxExpressway,4.726118888888889,7.114174615384615
103874290,103872358,3rdStreet,11.393514252873567,12.964178085106383
766750846,103119189,EuclidAvenue,10.5715,12.845
1061531454,42442463,West79thStreet,34.21704841125917,40.199111351620964
42860206,42860202,WoodhavenBoulevard,12.07002076923077,12.014839545454548
42517036,42488429,MyrtleAvenue,15.935726889275067,17.41403661598009
42762627,42739395,BarnesAvenue,21.984770000000005,13.299279166666663
42517087,42486746,StanhopeStreet,27.206148815789483,28.565289999999997
42860202,42860194,WoodhavenBoulevard,21.292174400000007,25.28284909090909
1061531815,42431113,West103rdStreet,30.94622823966762,31.625869966185768
42466984,42466982,LewisAvenue,18.378151781376523,22.748714299999993
103137132,103130962,RiverRoad,8.550814666666666,9.479399230769229
42465236,42521125,BergenStreet,53.49998581765563,58.07678905325442
42466982,42466980,LewisAvenue,17.808565391705077,23.089866176470583
42517081,42486735,MyrtleAvenue,14.337181333333335,16.069950625
42861527,42818938,68thAvenue,16.766153999999997,15.8422
42466980,42466978,LewisAvenue,16.74283603015076,22.415415161290326
42466978,42466977,LewisAvenue,18.25255839024391,20.373458072289157
1061531807,42431099,West96thStreet,34.224412875090024,35.853140416555426
42809899,42846444,94thStreet,7.8533341666666665,8.9741265625
42466977,42466975,LewisAvenue,20.86375278026906,20.097141075268816
42861522,42818938,68thAvenue,10.404387000000002,14.538671428571428
42466975,42466974,LewisAvenue,20.27803074468086,24.859321836734704
42861342,42824480,26thAvenue,8.080021799999999,13.16501
42466974,42466972,LewisAvenue,20.20222686486486,22.663030476190475
42466972,42466971,LewisAvenue,19.70956330882353,20.16789786666666
42810310,42833525,46thStreet,22.84905,13.61221375
42466971,42466970,LewisAvenue,17.268389448818898,19.09142276923077
42517070,42486735,MyrtleAvenue,13.286073903966601,16.392487325102877
42466970,42466967,LewisAvenue,14.659753039215687,18.274311406250003
42860184,42860179,WoodhavenBoulevard,16.488438958333326,16.497120416666665
42457788,247223720,65thStreetTransverse,112.8746195556407,139.8708416600459
42467033,42464930,ClermontAvenue,34.18536932515339,44.87890335483872
42466967,42466966,LewisAvenue,18.485349236641223,19.01451855421686
103874202,103874204,17thStreet,6.1281881333333335,31.65945
42466966,42466965,LewisAvenue,17.412916503067482,19.114890096153854
42466965,42466962,LewisAvenue,16.88601814814814,19.99012084210527
42808387,42892898,WoodsideAvenue,11.687862903225808,14.391754408602146
42910092,42885762,50thAvenue,15.070894166666674,14.745643885350317
42466962,42466960,LewisAvenue,16.62000994708994,19.842894054054046
1061531790,42431089,West93rdStreet,34.15730851619645,35.87997374551972
42466960,42466959,LewisAvenue,16.6807229299363,18.636382641509435
42466959,42466957,LewisAvenue,16.213441525423736,21.308142947368427
42516599,42500969,FranklinStreet,9.602318619928234,9.072167422434363
1112485522,103887074,WashingtonStreet,23.42036666666666,46.972533333333345
42466957,42466950,LewisAvenue,15.402548106796113,18.348609072164948
103133482,103243257,AndersonAvenue,4.916527727272729,2.1891700000000003
42860170,42860167,WoodhavenBoulevard,17.165540263157897,22.549691578947364
42516653,42499144,BartlettStreet,29.61169374999999,38.29008095238096
42516104,42516101,StewartAvenue,15.05516,9.63655
42860677,42844321,47thAvenue,12.18077847328244,21.17244436893204
42466950,42466947,LewisAvenue,15.10986791878172,19.53829555555555
42516101,42516104,StewartAvenue,6.773219999999999,22.27775
42466655,42476048,BartelPritchardSquare,6.75443312182741,7.4688813650793655
42860164,42860167,WoodhavenBoulevard,17.90067985185186,21.52715393617022
1112485531,103886478,EssexStreet,3.166283333333333,15.902177142857145
42860164,42860161,WoodhavenBoulevard,6.0430725,7.890857045454547
42516686,42497899,RockawayAvenue,10.071101599999999,12.339538888888889
42466947,42466943,LewisAvenue,15.422543815789476,21.157548053097337
42517547,42471197,8thAvenue,11.274142861356927,12.458778218527312
596646112,42781969,CrossBronxExpresswayServiceRoad,8.983524761904762,17.410149333333333
42860161,42860164,WoodhavenBoulevard,4.785157749774976,6.863462610966053
103869089,2404083356,HarborBoulevard,154.95139999999998,141.31007142857143
42909611,42899999,LibertyAvenue,14.9535,9.022861666666666
42466943,42466939,LewisAvenue,15.435810179372199,18.683403027522935
42859361,42884882,MyrtleAvenue,8.737735625000003,13.939885000000002
1061531717,42432764,West107thStreet,23.022633674521337,24.22302595001712
42516094,42516097,16thStreet,30.179569917355373,37.394830927835066
103874385,103867694,43rdStreet,12.0412,8.294385
42859358,42884877,78thAvenue,10.722237619047618,12.981436666666665
42466939,42466932,LewisAvenue,14.209521843971643,19.828268264462817
42516187,42513012,VanBruntStreet,11.717160217391305,14.546182696629213
103874306,103869974,PalisadeAvenue,4.518537368421052,12.152128000000001
42762472,42742432,ButternutStreet,27.440025,31.988440000000004
103874191,103873490,MarshallStreet,18.655139,36.60746666666667
42910230,42880497,91stStreet,38.42135000000001,100.708
42466932,42466929,LewisAvenue,14.033745113636364,18.33707837837838
622232010,2839943360,KingslandAvenue,4.49161963414634,6.990742916666666
42768142,2795602476,ReverendJamesA.PoliteAvenue,24.728805079365074,38.344073913043474
42516182,42513008,ColumbiaStreet,9.890374049079751,11.01283525925926
42466929,42466926,LewisAvenue,15.371725627009656,19.96159901639344
42516078,42516084,16thStreet,14.275633541666666,13.797182659574466
1061531757,42431005,West73rdStreet,49.21947035488112,56.52329264916467
42466926,42466923,LewisAvenue,13.766625298013246,17.34012608695653
42466923,42467004,LewisAvenue,6.531066666666667,8.931994999999997
103874296,103869961,MonroeStreet,18.84708400000001,12.48444887096774
42810988,42810990,CatalpaAvenue,4.535535,2.46227
42810988,42810985,CatalpaAvenue,6.914116666666667,22.267366666666664
42466921,42467004,Broadway,10.60094630063609,12.251960464547683
103874294,103869960,JeffersonStreet,19.600682695652175,33.774424999999994
42466923,42466921,LewisAvenue,10.900600220588233,12.618010465116278
42909290,42909288,CooperAvenue,22.34112,33.34543333333333
42808170,42898273,HoytAvenueSouth,12.733307098880589,14.528430624999995
42810985,42810988,CatalpaAvenue,8.504683265306126,13.37618294117647
42810985,42810983,CatalpaAvenue,7.123097142857143,17.268050000000002
42909288,42909290,CooperAvenue,17.554118639240496,19.129606231884058
42909288,42909281,CooperAvenue,13.039061249999996,19.571875
42859341,42884775,45thAvenue,17.933222187499997,9.687996695652178
42515936,42520280,BedfordAvenue,7.514124381107492,7.676036016713096
