,name,lon,lat,x,y
604,42453457,-74.0101602,40.7331448,-8238773.346992603,4973059.907454407
605,42453442,-74.0104177,40.7305432,-8238802.011761483,4972677.722752431
606,42453417,-74.01234579999998,40.7190495,-8239016.6468716785,4970989.4343400765
607,42453406,-74.0131127,40.71566,-8239102.017789167,4970491.612591707
608,42453398,-74.0134231,40.7144336,-8239136.571359111,4970311.495339298
610,42453395,-74.0137307,40.7137083,-8239170.813234479,4970204.974523596
611,42453379,-74.0080379,40.7458827,-8238537.093637292,4974931.368019086
614,42453354,-73.92031999999998,40.869001000000004,-8228772.381675835,4993038.500669652
615,42453349,-73.92362299999998,40.867818,-8229140.069953926,4992864.3556571435
616,42453327,-73.996301,40.724662,-8237230.547905801,4971813.80769708
617,42453310,-73.9873016,40.7389006,-8236228.739280352,4973905.508959076
618,42453258,-73.940855,40.814106,-8231058.327419276,4984960.887091027
619,42453253,-73.943172,40.810942,-8231316.254679442,4984495.518998664
620,42453251,-73.94408299999998,40.809692999999996,-8231417.666735556,4984311.819435368
621,42453246,-73.945482,40.807773,-8231573.402703177,4984029.437738436
624,42453241,-73.945978,40.807097999999996,-8231628.617170609,4983930.164864194
625,42453236,-73.9469,40.805839,-8231731.253741121,4983745.005267977
626,42453226,-73.948273,40.803957000000004,-8231884.09540198,4983468.228370655
627,42453220,-73.949187,40.8027,-8231985.841416565,4983283.37165836
628,42453216,-73.950636,40.80072,-8232147.143358725,4982992.196348056
629,42453187,-73.97401500000002,40.743095000000004,-8234749.681733983,4974521.766685127
630,42453183,-73.9817423,40.74639310000001,-8235609.880835188,4975006.363787869
631,42453177,-73.98208299999997,40.723882,-8235647.807385703,4971699.2358375965
632,42453175,-73.984403,40.724863,-8235906.068604343,4971843.332201537
633,42453166,-73.986623,40.725796,-8236153.1978739025,4971980.379949496
634,42453160,-73.977346,40.721885,-8235120.486957813,4971405.908619285
635,42453158,-73.9797306,40.7228919,-8235385.939415557,4971553.804953463
636,42453156,-73.981437,40.723634000000004,-8235575.894994647,4971662.808143087
637,42453142,-73.9242395,40.84520420000001,-8229208.698419998,4989536.060524258
643,42453104,-73.990212,40.731996,-8236552.72352636,4972891.142625515
644,42453080,-73.9652,40.752798999999996,-8233768.400422637,4975947.665471188
648,42453038,-74.00696009999999,40.7191033,-8238417.113490112,4970997.336243817
649,42453036,-74.00643199999998,40.719082,-8238358.325667025,4970994.207794174
651,42453011,-73.9707356,40.7475167,-8234384.620595872,4975171.462300835
652,42453008,-73.9722875,40.748171899999996,-8234557.3773136325,4975267.736769
653,42453007,-73.9745184,40.7491137,-8234805.719965646,4975406.12563175
655,42453000,-73.96883659999997,40.75008920000001,-8234173.224882856,4975549.468466557
656,42452994,-74.0151192,40.706430499999996,-8239325.3803474475,4969136.188358871
659,42452975,-73.9982163,40.755863500000004,-8237443.758126518,4976398.004134731
660,42452973,-73.983621,40.749724,-8235819.016762543,4975495.8046597885
661,42452956,-73.9517323,40.773644399999995,-8232269.182916483,4979011.377428234
662,42452954,-73.9594155,40.7768948,-8233124.472828145,4979489.185236867
663,42452951,-73.96276800000003,40.778313,-8233497.67142103,4979697.667529709
664,42452936,-73.9765745,40.715244899999995,-8235034.603970665,4970430.647876259
665,42452882,-73.96524000000002,40.75513,-8233772.853202271,4976290.21193357
667,42452817,-74.0062463,40.717082899999994,-8238337.653637586,4970700.593297735
668,42452816,-74.00753329999998,40.7176679,-8238480.921822238,4970786.5132897785
669,42452814,-73.9461373,40.781307500000004,-8231646.350365492,4980137.888205283
670,42452812,-73.95382,40.784563899999995,-8232501.58461741,4980616.63325933
671,42452809,-73.9571722,40.7859848,-8232874.749814448,4980825.536588436
672,42452630,-74.007671,40.704285,-8238496.2505161185,4968821.1318198405
673,42452620,-74.00274399999998,40.707215999999995,-8237947.779384981,4969251.537861179
674,42452613,-74.01010009999997,40.7338407,-8238766.656691204,4973162.1402821485
675,42452610,-74.008491,40.734094,-8238587.53249857,4973199.35218039
676,42452598,-74.00315400000002,40.734896,-8237993.420376208,4973317.173653266
677,42452564,-73.948728,40.803331,-8231934.745770291,4983376.1672314415
678,42452556,-73.99410300000002,40.710087,-8236985.867665037,4969673.151499717
679,42452396,-73.99736,40.729941,-8237348.43524655,4972589.259465692
680,42452365,-73.9931565,40.7628026,-8236880.503767,4977417.805130002
681,42452353,-73.9785655,40.756654299999994,-8235256.241076836,4976514.218245042
682,42452330,-73.93985500000002,40.8036999,-8230947.007928482,4983430.41849099
683,42452314,-74.01487359999999,40.7094167,-8239298.040280505,4969574.714616505
684,42452310,-74.01405679999998,40.7090696,-8239207.114520426,4969523.741647463
685,42452290,-73.95849179999998,40.8006694,-8233021.647014498,4982984.755315059
686,42452117,-73.979962,40.713972999999996,-8235411.698745728,4970243.8494200315
687,42452107,-73.9833196,40.714957299999995,-8235785.465068015,4970388.4089949485
688,42452084,-73.98915500000003,40.716708000000004,-8236435.058824592,4970645.531463903
689,42452076,-73.9907057,40.7172018,-8236607.681958964,4970718.056291392
690,42452067,-73.99382800000002,40.718145,-8236955.2548050685,4970856.586375607
691,42452056,-73.9956863,40.718771000000004,-8237162.119814808,4970948.529605895
692,42452048,-73.999868,40.72043220000001,-8237627.624529459,4971192.521168383
693,42452040,-74.002208,40.721621,-8237888.112137915,4971367.131919049
694,42452026,-74.00376800000002,40.72238400000001,-8238061.770543554,4971479.2028780775
695,42452015,-74.006233,40.723121,-8238336.173088358,4971587.456125147
696,42452008,-74.0102717,40.7320066,-8238785.759115825,4972892.699808558
697,42452006,-74.00878399999998,40.731873,-8238620.149109371,4972873.073444136
698,42451932,-73.92738179999998,40.857168200000004,-8229558.497655919,4991296.77841234
699,42451787,-73.9794353,40.735580799999994,-8235353.066769928,4973417.778448996
700,42451773,-73.944278,40.775608,-8231439.374036263,4979300.0232338905
701,42451766,-73.945267,40.774252000000004,-8231549.469012656,4979100.69266644
702,42451754,-73.94712990000002,40.7716972,-8231756.8460920565,4978725.15081836
703,42451744,-73.948082,40.770404299999996,-8231862.83337924,4978535.10698053
704,42451736,-73.92123199999997,40.861311,-8228873.905051439,4991906.5400982965
705,42451712,-73.9749765,40.7201686,-8234856.7154243775,4971153.804065651
706,42451695,-74.00053050000002,40.7526895,-8237701.373692111,4975931.574459078
707,42451674,-73.985949,40.746536,-8236078.168537107,4975027.360943033
708,42451660,-73.993095,40.717921999999994,-8236873.657618318,4970823.833644599
709,42451593,-73.9883893,40.7164482,-8236349.821490491,4970607.374632119
710,42451564,-73.943625,40.810318,-8231366.682408772,4984403.742323441
711,42451540,-73.9565853,40.815782899999995,-8232809.4164053025,4985207.538236545
716,42451409,-74.00833359999999,40.7027059,-8238570.010810718,4968589.254928725
717,42451402,-74.0119224,40.7014086,-8238969.514199277,4968398.761992534
718,42451370,-74.015905,40.706658000000004,-8239412.855203313,4969169.596254273
719,42451332,-73.95759759999999,40.7602318,-8232922.10512583,4977039.976514914
720,42451280,-73.9464817,40.771482299999995,-8231684.688798122,4978693.562333526
721,42451231,-73.9427002,40.777035999999995,-8231263.734143687,4979509.942123628
723,42451126,-73.9724609,40.742781799999996,-8234576.68011334,4974475.748768127
724,42451018,-73.9748855,40.7342193,-8234846.5853507165,4973217.759855546
725,42450910,-73.9750681,40.73612410000001,-8234866.912289736,4973497.596045395
726,42450820,-73.9762897,40.71535460000001,-8235002.900179688,4970446.7592083365
727,42450814,-73.97041779999998,40.7457396,-8234349.243261699,4974910.3416833
728,42450809,-73.9686502,40.748237100000004,-8234152.474929774,4975277.317247212
729,42450699,-73.9707574,40.745159,-8234387.047360772,4974825.031940921
730,42450688,-73.96865290000002,40.7474479,-8234152.775492401,4975161.352948955
731,42450656,-73.9626667,40.7543558,-8233486.394756611,4976176.439914652
732,42450645,-73.9591764,40.7580302,-8233097.8563378975,4976716.420571965
733,42450634,-73.95291309999998,40.764210799999994,-8232400.62897121,4977624.773459663
734,42450489,-73.996974,40.731409,-8237305.465923103,4972804.91032888
735,42450468,-73.9400642,40.7896284,-8230970.295965955,4981361.245782966
736,42450456,-73.951111,40.794284999999995,-8232200.020116853,4982045.936570228
737,42450434,-73.98996240000002,40.7671828,-8236524.938181459,4978061.5936173815
739,42450426,-73.975373,40.76104,-8234900.853602477,4977158.7555089835
740,42450352,-73.99366009999999,40.7721604,-8236936.5642625615,4978793.23765335
741,42450341,-73.98807990000002,40.7697676,-8236315.379240042,4978441.519576531
742,42450325,-74.00251300000002,40.727601,-8237922.064582608,4972245.52065015
743,42450290,-73.93426600000002,40.855581,-8230324.84329444,4991063.175078766
744,42450275,-73.928692,40.853724,-8229704.348452757,4990789.869815385
745,42450089,-73.934871,40.804995,-8230392.19158637,4983620.881182883
746,42450083,-73.93677,40.802397,-8230603.587299385,4983238.812449473
747,42450080,-73.93768850000002,40.8011376,-8230705.83425168,4983053.607145257
748,42450071,-73.9400272,40.7979386,-8230966.177144797,4982583.1832363065
749,42450066,-73.942336,40.794776,-8231223.19158514,4982118.134355945
750,42450061,-73.9432642,40.79350460000001,-8231326.518336496,4981931.185831962
751,42450057,-73.944675,40.791571999999995,-8231483.5678741075,4981647.020345182
752,42450055,-73.945171,40.7908925,-8231538.782341541,4981547.110042941
753,42450052,-73.9474623,40.7877536,-8231793.848690795,4981085.595060109
754,42450048,-73.9483792,40.786497499999996,-8231895.917531903,4980900.915781937
755,42450044,-73.9493307,40.785194,-8232001.8380273925,4980709.271167685
756,42450037,-73.9507426,40.7832595,-8232159.010016442,4980424.861909031
757,42450035,-73.9516568,40.7820071,-8232260.7782949265,4980240.739081475
758,42450030,-73.9534887,40.7794971,-8232464.70447011,4979871.739394295
759,42450028,-73.9544814,40.778137,-8232575.211328623,4979671.794432394
760,42450025,-73.9563381,40.7755929,-8232781.898227178,4979297.803527446
761,42450015,-73.9573054,40.7742676,-8232889.577570623,4979102.9858268285
762,42450009,-73.9587132,40.7723386,-8233046.29314976,4978819.431808271
763,42449991,-73.9620184,40.7678094,-8233414.226330733,4978153.692850765
764,42449985,-73.9638433,40.7653085,-8233617.373269478,4977786.109504619
765,42449982,-73.9652142,40.76343170000001,-8233769.981159409,4977510.265727253
766,42449979,-73.966128,40.76218,-8233871.704910094,4977326.300717671
767,42449971,-73.967036,40.7609338,-8233972.783007733,4977143.147496386
768,42449963,-73.968936,40.75833,-8234184.290040242,4976760.479748975
769,42449961,-73.96985009999999,40.7570731,-8234286.047186775,4976575.764669144
770,42449956,-73.97076,40.755825,-8234387.336791447,4976392.346300464
771,42449954,-73.97215729999998,40.7539144,-8234542.883515933,4976111.574879715
772,42449948,-73.97350300000002,40.752065,-8234692.686154696,4975839.804764145
773,42449947,-73.973959,40.751441,-8234743.447842496,4975748.109404643
774,42449945,-73.9744567,40.75075560000001,-8234798.851553065,4975647.392448576
775,42449942,-73.97538540000002,40.7494797,-8234902.233964165,4975459.906500123
776,42449938,-73.976288,40.748245000000004,-8235002.710936554,4975278.478072665
777,42449932,-73.977188,40.747009999999996,-8235102.898478269,4975097.008932615
778,42449928,-73.978607,40.745058,-8235260.860835702,4974810.19170698
779,42449926,-73.979508,40.743825,-8235361.159696908,4974629.025123371
780,42449918,-73.981312,40.741351,-8235561.9800582975,4974265.5266339015
781,42449906,-73.98221099999998,40.740115,-8235662.056280523,4974083.929381198
782,42449893,-73.98493540000003,40.7363766,-8235965.335101242,4973534.691689845
783,42449890,-73.9862156,40.734619099999996,-8236107.846313353,4973276.494233584
784,42449886,-73.988626,40.7313099,-8236376.170813963,4972790.352276855
785,42449846,-73.931364,40.795169,-8230001.794132157,4982175.922377715
786,42449843,-73.934912,40.796681400000004,-8230396.7556854915,4982398.313874768
787,42449840,-73.93952209999998,40.7986248,-8230909.949669997,4982684.089387119
788,42449833,-73.9426093,40.7999262,-8231253.615201972,4982875.463958243
789,42449828,-73.94596800000002,40.801342,-8231627.503975702,4983083.665636068
790,42449817,-73.996063,40.730154999999996,-8237204.053866993,4972620.696011921
791,42449804,-73.942339,40.845333000000004,-8231223.525543612,4989555.0140692135
792,42449801,-73.942696,40.843902,-8231263.266601828,4989344.437544589
793,42449691,-73.9708999,40.7451472,-8234402.910388211,4974823.298130247
794,42449689,-73.97364209999998,40.74632020000001,-8234708.170695863,4974995.652170455
795,42449685,-73.97673499999998,40.74762800000001,-8235052.470748938,4975187.816550662
796,42449683,-73.9798438,40.7489146,-8235398.540781917,4975376.869551434
797,42449656,-73.9308767,40.8554227,-8229947.548144292,4991039.876867746
798,42449654,-73.93133540000002,40.8548129,-8229998.610394721,4990950.128499337
799,42449653,-73.93179559999999,40.8542,-8230049.839624383,4990859.924715471
800,42449644,-73.933226,40.852213,-8230209.071024015,4990567.492994545
801,42449641,-73.933667,40.851615,-8230258.162919452,4990479.485567428
802,42449639,-73.93454399999997,40.850417,-8230355.790112877,4990303.178763506
803,42449631,-73.93685699999997,40.847249,-8230613.272095084,4989836.967115832
804,42449600,-74.009681,40.71494600000001,-8238720.002692614,4970386.749404242
805,42449597,-74.008387,40.714362,-8238575.955271527,4970300.979790083
806,42449593,-73.916588,40.86763300000001,-8228356.937336196,4992837.122779263
807,42449589,-73.9932433,40.7309542,-8236890.166298803,4972738.099184951
808,42449582,-73.994547,40.729406,-8237035.293518947,4972510.668542421
809,42449580,-73.99506099999998,40.728809999999996,-8237092.511737215,4972423.1175289415
810,42449576,-73.99858499999998,40.724632,-8237484.801622773,4971809.401062272
811,42449570,-74.001447,40.721252,-8237803.398005422,4971312.932925298
812,42449550,-73.9904253,40.766548,-8236576.467973745,4977968.290013037
813,42449515,-73.9248748,40.7919912,-8229279.419692501,4981708.6579393335
814,42449427,-73.93725699999997,40.79347,-8230657.7998914,4981926.098247162
815,42449422,-73.94187,40.7954144,-8231171.316702431,4982212.00698007
816,42449390,-73.97415059999999,40.7399558,-8234764.776656931,4974060.539430197
817,42449341,-74.007238,40.74347,-8238448.049176605,4974576.865050878
818,42449333,-73.992654,40.73733,-8236824.565722877,4973674.7602362335
819,42449314,-73.97905420000002,40.74446,-8235310.642911987,4974722.32622913
820,42449308,-73.9822752,40.745810399999996,-8235669.202991831,4974920.744644617
821,42449187,-73.9609186,40.7808558,-8233291.797154755,4980071.48263332
822,42449166,-73.938489,40.835196,-8230794.94550406,4988063.4179506935
823,42449163,-73.938965,40.834536,-8230847.933581676,4987966.310989404
824,42449139,-73.9366579,40.8272128,-8230591.108384468,4986888.900552927
825,42449127,-73.938459,40.826334,-8230791.605919335,4986759.616942663
826,42449098,-74.0099713,40.735291,-8238752.318740793,4973375.203454322
827,42449089,-74.00837,40.735506,-8238574.062840182,4973406.789440207
828,42449076,-74.003527,40.736178,-8238034.942546273,4973505.514668174
829,42449067,-73.99505,40.734034,-8237091.287222818,4973190.537663465
830,42449045,-73.994297,40.732165,-8237007.463646253,4972915.969441393
831,42449038,-73.975598,40.724283,-8234925.900487907,4971758.137356622
832,42449029,-73.977994,40.7252951,-8235192.621987848,4971906.8028436
