,name,lon,lat,x,y
1151,42445409,-73.983177,40.744562,-8235769.590908628,4974737.313261443
1152,42445404,-73.984794,40.745244,-8235949.59452524,4974837.52126418
1153,42445392,-73.9720243,40.7431636,-8234528.078023657,4974531.845989618
1154,42445390,-73.973512,40.743782,-8234693.688030113,4974622.707127942
1155,42445387,-73.975224,40.744505,-8234884.26699835,4974728.938152314
1156,42445382,-73.97736,40.745404,-8235122.045430685,4974861.030621853
1157,42445378,-73.978121,40.745726,-8235206.759563179,4974908.343375617
1158,42445374,-73.979724,40.746402,-8235385.20470692,4975007.671516997
1159,42445369,-73.9812221,40.747054299999995,-8235551.972436078,4975103.518253212
1160,42445365,-73.982957,40.747765,-8235745.100620653,4975207.947156317
1161,42445357,-74.00882299999998,40.716014,-8238624.490569512,4970543.60400083
1162,42445356,-74.007544,40.715433000000004,-8238482.112940787,4970458.273613253
1163,42445310,-74.002785,40.749592,-8237952.343484105,4975476.4081756435
1164,42445291,-74.01576899999998,40.717671,-8239397.715752562,4970786.968594308
1165,42445286,-74.016677,40.7155287,-8239498.793850204,4970472.328842732
1166,42445263,-73.9433396,40.785143700000006,-8231334.911826101,4980701.875981001
1167,42445261,-73.94793259999999,40.7871093,-8231846.202247312,4980990.865813208
1168,42445259,-73.9495277,40.787791999999996,-8232023.767967079,4981091.2409110805
1169,42445258,-73.95100359999998,40.7884236,-8232188.064403539,4981184.103865799
1170,42445256,-73.952743,40.789168,-8232381.6935258275,4981293.5527253635
1171,42445247,-73.9564983,40.7671158,-8232799.731609602,4978051.745841397
1172,42445236,-73.96110490000002,40.7690611,-8233312.535975892,4978337.67344388
1173,42445232,-73.9627055,40.769737,-8233490.713952852,4978437.021759375
1174,42445230,-73.96418249999998,40.77036070000001,-8233655.132840755,4978528.69826524
1175,42445227,-73.96593320000002,40.7711,-8233850.0198732875,4978637.367715177
1176,42445225,-73.967534,40.771776,-8234028.220114149,4978736.733778373
1177,42445219,-73.9544622,40.8082079,-8232573.073994397,4984093.399418525
1178,42445215,-73.947352,40.805213,-8231781.570150957,4983652.941518114
1179,42445196,-73.93722829999999,40.801768599999996,-8230654.605022015,4983146.4005339695
1180,42445189,-73.9388286,40.80244550000001,-8230832.749603133,4983245.944850426
1181,42445183,-73.942102,40.80383,-8231197.142824296,4983449.551360056
1182,42445174,-74.0112668,40.7242743,-8238896.533141114,4971756.859439598
1183,42445171,-74.010223,40.724169,-8238780.337856622,4971741.3922502715
1184,42445051,-73.91846899999999,40.861775,-8228566.329298376,4991974.836724076
1185,42445046,-73.919379,40.86052700000001,-8228667.630035001,4991791.143438453
1186,42445039,-73.9852319,40.76858350000001,-8235998.341330261,4978267.473201756
1187,42445037,-73.9857166,40.7679183,-8236052.297887447,4978169.699333397
1188,42445033,-73.9871386,40.76596660000001,-8236210.594203355,4977882.835981546
1189,42445027,-73.9880455,40.7647219,-8236311.549849556,4977699.892789784
1190,42445025,-73.9884895,40.7641124,-8236360.975703468,4977610.311107499
1191,42445020,-73.99031579999998,40.761605700000004,-8236564.278489504,4977241.895785381
1192,42445018,-73.99076740000002,40.76098579999999,-8236614.550371547,4977150.789834654
1193,42445011,-73.992139,40.759103100000004,-8236767.236185119,4976874.096909175
1194,42445001,-73.9930688,40.7578265,-8236870.741047657,4976686.484546719
1195,42444991,-73.99356479999999,40.7571456,-8236925.95551509,4976586.41923513
1196,42444985,-73.9940267,40.7565119,-8236977.373987889,4976493.291373505
1197,42444964,-73.9953683,40.7546697,-8237126.720216737,4976222.568709683
1198,42444960,-73.99581490000001,40.754056299999995,-8237176.435501326,4976132.427457255
1199,42444954,-73.99678730000002,40.7527219,-8237284.6825741725,4975936.335632502
1200,42444933,-73.999938,40.7484,-8237635.416893815,4975301.253789808
1201,42444928,-74.000399,40.747766999999996,-8237686.735179071,4975208.24103408
1202,42444916,-74.003116,40.744035,-8237989.190235557,4974659.880508584
1203,42444909,-74.004416,40.74228400000001,-8238133.905573588,4974402.608348514
1204,42444906,-74.004861,40.741642,-8238183.442746991,4974308.281817649
1205,42444897,-74.00536600000002,40.740945,-8238239.659089843,4974205.87538423
1206,42444884,-73.91169920000002,40.8710506,-8227812.718609608,4993340.221996967
1207,42444880,-73.912847,40.869444,-8227940.4911211375,4993103.713846095
1208,42444873,-73.913352,40.868777,-8227996.707463989,4993005.526227325
1209,42444854,-73.9467212,40.8239713,-8231711.349816168,4986412.039654455
1210,42444853,-73.945903,40.823626000000004,-8231620.268208801,4986361.24353674
1211,42444837,-73.97477049999998,40.7216193,-8234833.783609274,4971366.882221095
1212,42444835,-73.976893,40.722498,-8235070.059228484,4971495.947535353
1213,42444833,-73.9792861,40.7235071,-8235336.4579019025,4971644.168379324
1214,42444832,-73.981637,40.724494,-8235598.158892808,4971789.130567732
1215,42444829,-73.983958,40.725473,-8235856.531430939,4971932.934477408
1216,42444827,-73.986176,40.726409000000004,-8236103.438061518,4972070.4241566565
1217,42444822,-73.942913,40.777493,-8231287.4229313275,4979577.123001538
1218,42444820,-73.9475108,40.7794342,-8231799.247686097,4979862.492529432
1219,42444817,-73.95211570000002,40.7813783,-8232311.862809253,4980148.296735253
1220,42444814,-73.95371870000002,40.782055,-8232490.307952994,4980247.781083605
1221,42444810,-73.95694499999998,40.783417,-8232849.458026137,4980448.017173432
1222,42444809,-73.9585501,40.784094700000004,-8233028.136940813,4980547.651594715
1223,42444750,-73.9348587,40.808842,-8230390.822356633,4984186.658623008
1225,42444581,-73.9340691,40.83755120000001,-8230302.924486702,4988409.950551202
1226,42444564,-73.9353394,40.8342643,-8230444.333635856,4987926.335571238
1227,42444506,-73.94566999999998,40.781946999999995,-8231594.330767445,4980231.903507695
1228,42444500,-73.9502824,40.78389,-8232107.7807867825,4980517.556805483
1229,42444495,-73.9518834,40.7845645,-8232286.003291543,4980616.721471491
1230,42444487,-73.95511379999998,40.785925299999995,-8232645.609774598,4980816.788699433
1231,42444485,-73.9567218,40.7866026,-8232824.611515795,4980916.3680738965
1232,42444480,-74.013114,40.703588,-8239102.162504507,4968718.782846795
1233,42444479,-74.0144047,40.70361079999999,-8239245.8425712725,4968722.130830688
1234,42444461,-73.9312016,40.8017545,-8229983.7158468515,4983144.327011215
1235,42444458,-73.935817,40.8037,-8230497.49982466,4983430.433197253
1236,42444457,-73.93741899999998,40.804373999999996,-8230675.833648909,4983529.5539244935
1237,42444453,-73.940646,40.805737,-8231035.0616457015,4983730.004406063
1238,42444452,-73.942262,40.806416,-8231214.953942822,4983829.863519008
1239,42444385,-74.0106058,40.7036793,-8238822.950957699,4968732.189473408
1240,42444360,-74.01257,40.703207,-8239041.604701515,4968662.836443408
1241,42444353,-74.0144384,40.7031516,-8239249.594038115,4968654.701481218
1243,42444277,-74.00050999999998,40.710984,-8237699.091642547,4969804.881953818
1245,42444271,-74.0034469,40.7080775,-8238026.025855059,4969378.049414415
1247,42444255,-74.002329,40.706708,-8237901.5817963015,4969176.938664163
1248,42444242,-74.0047633,40.7052599,-8238172.56683274,4968964.290021003
1249,42444230,-74.0063202,40.7042509,-8238345.880147956,4968816.124477877
1250,42444223,-74.007047,40.70375,-8238426.787153865,4968742.571178277
1251,42444206,-74.009745,40.7021429,-8238727.127140025,4968506.584679562
1254,42444129,-73.991772,40.709811,-8236726.381931998,4969632.619409302
1255,42444116,-73.994022,40.709485,-8236976.850786283,4969584.74476529
1258,42444097,-73.939236,40.851178999999995,-8230878.101163682,4990415.320117907
1261,42444081,-73.936661,40.850448,-8230591.453474889,4990307.740919423
1262,42444069,-73.934966,40.84984,-8230402.7669379935,4990218.26418648
1263,42444060,-73.932337,40.848735,-8230110.1079966985,4990055.648212973
1264,42444055,-73.9683753,40.7507394,-8234121.873201755,4975645.011931972
1265,42444051,-73.973045,40.752691999999996,-8234641.701827913,4975931.941833488
1266,42444049,-73.974648,40.753367,-8234820.146971652,4976031.133429575
1267,42444043,-73.977875,40.754728,-8235179.374968442,4976231.136139683
1268,42444028,-73.937575,40.826763,-8230693.199489472,4986822.728550204
1269,42444016,-73.9084729,40.87785039999999,-8227453.568536459,4994341.286496892
1270,42443977,-73.99948540000003,40.7572021,-8237585.033692284,4976594.722456677
1271,42443975,-73.9977608,40.75648820000001,-8237393.05209846,4976489.808464547
1272,42443965,-73.9949319,40.755268799999996,-8237078.140390955,4976310.609330442
1273,42443950,-73.9832025,40.7503045,-8235772.429555645,4975581.105564118
1274,42443928,-73.98979,40.710093,-8236505.746701245,4969674.0326339835
1275,42443832,-74.0008561,40.7129846,-8237737.619318311,4970098.689847629
1276,42443826,-73.931267,40.797641,-8229990.99614155,4982539.421289406
1277,42443824,-73.9335218,40.7985861,-8230241.99932939,4982678.3984995065
1278,42443821,-73.9381365,40.800520299999995,-8230755.705383555,4982962.829300222
1279,42443819,-73.9397405,40.8011925,-8230934.261846786,4983061.680576213
1280,42443817,-73.94299670000002,40.8025573,-8231296.740372707,4983262.386157415
1281,42443811,-73.97606850000003,40.7555872,-8234978.276308328,4976357.4000616735
1282,42443810,-73.976974,40.754349,-8235079.0761072375,4976175.440631285
1283,42443807,-73.977432,40.753717,-8235130.06043402,4976082.566505485
1284,42443806,-73.977875,40.753099,-8235179.374968442,4975991.750571626
1285,42443804,-73.97837109999998,40.7524145,-8235234.600567824,4975891.163358303
1286,42443799,-73.99023199999998,40.728117,-8236554.949916175,4972321.318427067
1288,42443680,-73.9854922,40.747168,-8236027.317793713,4975120.225039462
1289,42443677,-74.00773120000002,40.7475038,-8238502.951949466,4975169.56679656
1290,42443676,-74.0051067,40.7463948,-8238210.793945878,4975006.6135788085
1291,42443674,-74.00226500000002,40.745207,-8237894.457348892,4974832.084733272
1292,42443671,-73.9905265,40.7402559,-8236587.733506214,4974104.630709903
1293,42443666,-74.0170123,40.7057939,-8239536.1192754675,4969042.70559738
1294,42443658,-73.947165,40.82336,-8231760.753406183,4986322.113200679
1295,42443621,-73.960724,40.75649600000001,-8233270.134381847,4976490.954738242
1296,42443618,-73.9634155,40.7576322,-8233569.750791318,4976657.93004356
1297,42443615,-73.9680243,40.7595777,-8234082.800060485,4976943.846243402
1298,42443614,-73.96962370000001,40.760252799999996,-8234260.844454062,4977043.062810514
1299,42443612,-73.9728511,40.7616152,-8234620.116978647,4977243.291995462
1300,42443588,-74.0044348,40.713996200000004,-8238135.998380014,4970247.256671817
1301,42443582,-73.9439151,40.8278206,-8231398.976193053,4986978.317324759
1302,42443570,-73.9997912,40.7631515,-8237619.075192568,4977469.083836697
1303,42443563,-73.99452590000001,40.760924700000004,-8237032.944677694,4977141.810087807
1304,42443561,-73.99168370000002,40.759728100000004,-8236716.552420963,4976965.9498025775
1305,42443556,-73.9799375,40.754782299999995,-8235408.9714182075,4976239.115759632
1306,42443549,-73.9977997,40.7655741,-8237397.382426651,4977825.146849112
1307,42443534,-73.9927002,40.763428399999995,-8236829.708683351,4977509.780714681
1308,42443532,-73.98985909999998,40.7622326,-8236513.4388780575,4977334.031381738
1309,42443528,-73.978116,40.75728400000001,-8235206.202965722,4976606.758466464
1310,42443524,-73.92881700000002,40.860862,-8229718.263389108,4991840.45179307
1311,42443522,-73.92841999999997,40.860242,-8229674.069551261,4991749.194736078
1312,42443520,-73.927977,40.859545000000004,-8229624.75501684,4991646.605161274
1313,42443492,-73.9297743,40.8573705,-8229824.829537644,4991326.553231319
1314,42443488,-73.931655,40.855755,-8230034.188103978,4991088.784042033
1315,42443486,-73.932092,40.855157,-8230082.834721453,4991000.771909702
1316,42443482,-73.9325403,40.8545322,-8230132.739249177,4990908.816269589
1317,42443426,-73.9614382,40.80116829999999,-8233349.638762172,4983058.1217952585
1318,42443413,-73.9618968,40.8005325,-8233400.68988065,4982964.62337873
1319,42443406,-73.96382440000002,40.7979367,-8233615.269331102,4982582.903841532
1320,42443403,-73.96561820000002,40.7954714,-8233814.954233687,4982220.388508262
1321,42443388,-73.96702690000002,40.7935423,-8233971.770000367,4981936.7292438485
1322,42443381,-73.9675289,40.792858100000004,-8234027.652384748,4981836.124895139
1323,42443373,-73.968019,40.7921862,-8234082.210067184,4981737.330139832
1324,42443366,-73.9689347,40.7909308,-8234184.145324905,4981552.741457362
1325,42443363,-73.96939609999998,40.7902981,-8234235.5081379535,4981459.713260048
1326,42443361,-73.969851,40.7896744,-8234286.147374319,4981368.009233277
1327,42443353,-73.9721756,40.7864873,-8234544.920662616,4980899.416131692
1328,42443349,-73.9726737,40.785804299999995,-8234600.36890098,4980798.998898916
1329,42443347,-73.975483,40.7819523,-8234913.098746465,4980232.68268443
1330,42443346,-73.9769106,40.7799947,-8235072.018451522,4979944.891371552
1331,42443344,-73.97737020000002,40.7793645,-8235123.180889491,4979852.246013725
1332,42443341,-73.9778347,40.7787275,-8235174.888792964,4979758.601884835
1333,42443336,-73.97880079999999,40.7774028,-8235282.434553018,4979563.86319428
1334,42443332,-73.9797571,40.7760913,-8235388.889382066,4979371.068806764
1335,42443329,-73.9802031,40.77547970000001,-8235438.5378749585,4979281.163095173
1336,42443326,-73.9806593,40.7748542,-8235489.321826657,4979189.214928051
1337,42443313,-73.98294179999998,40.7717239,-8235743.4085643925,4978729.075499974
1338,42443310,-73.9834027,40.7710881,-8235794.715717701,4978635.618528741
1339,42443305,-73.98432070000001,40.769841299999996,-8235896.90701025,4978452.352562951
1340,42443298,-73.988913,40.729906,-8236408.119507818,4972584.117984104
1341,42443280,-73.9745531,40.78322960000001,-8234809.582751975,4980420.466090435
1342,42443268,-73.9557686,40.78791010000001,-8232718.50177717,4981108.604863818
1343,42443264,-73.9552767,40.7885847,-8232663.74371965,4981207.790235807
1344,42443263,-73.9569082,40.7892723,-8232845.361468879,4981308.888014191
1345,42443181,-73.95971899999998,40.815526,-8233158.258293599,4985169.751035508
1346,42443165,-73.962106,40.812252,-8233423.977918125,4984688.1939934315
1347,42443156,-73.963477,40.810373,-8233576.5969400015,4984411.8315790435
1348,42443127,-73.9909945,40.7237253,-8236639.831027905,4971676.218806772
1349,42443119,-73.932223,40.804678,-8230097.417574747,4983574.261525532
1350,42443118,-73.9326447,40.8040678,-8230144.361004016,4983484.522988621
1351,42443116,-73.933571,40.802754,-8230247.476248338,4983291.312924868
1352,42443105,-73.934454,40.801419,-8230345.771358708,4983094.989064142
1353,42443099,-73.934917,40.800791,-8230397.312282945,4983002.637332773
1354,42443096,-73.935374,40.800162,-8230448.185290238,4982910.139420349
1355,42443092,-73.93589490000002,40.799580799999994,-8230506.171612994,4982824.671540184
1356,42443088,-73.9372797,40.7976795,-8230660.326843844,4982545.082686138
1357,42443085,-73.93778420000002,40.796988299999995,-8230716.487526949,4982443.442733313
1358,42443081,-73.939189,40.795072,-8230872.869147615,4982161.659144617
1359,42443078,-73.9396282,40.7944694,-8230921.760667971,4982073.051113902
1360,42443077,-73.94009240000003,40.793836999999996,-8230973.435175599,4981980.062070694
1361,42443072,-73.9410247,40.792559999999995,-8231077.2183368625,4981792.29277807
1362,42443068,-73.9424329,40.7906269,-8231233.978443799,4981508.057817151
1363,42443066,-73.94292840000001,40.7899429,-8231289.137251488,4981407.4872921705
1364,42443061,-73.94523000000002,40.78680900000001,-8231545.350191497,4980946.7140352735
1365,42443058,-73.9457078,40.78615720000001,-8231598.538644197,4980850.8834572965
1366,42443056,-73.94661059999999,40.7849104,-8231699.037880484,4980667.575914005
1367,42443054,-73.94706690000002,40.7842389,-8231749.832964136,4980568.851790155
1368,42443052,-73.9480373,40.7829443,-8231857.8573980015,4980378.52214162
1369,42443050,-73.9485053,40.7823112,-8231909.95491969,4980285.4463252835
1370,42443048,-73.9489676,40.78168,-8231961.417920286,4980192.650722501
1371,42443046,-73.949421,40.7810592,-8232011.890177413,4980101.384931508
1372,42443044,-73.9498809,40.7804348,-8232063.086011226,4980009.590753445
1373,42443042,-73.9507943,40.7791759,-8232164.765234117,4979824.520201612
1374,42443040,-73.95124799999998,40.778551,-8232215.27088709,4979732.655122601
1375,42443037,-73.9522412,40.7771924,-8232325.833405348,4979532.9335142905
1376,42443032,-73.9531654,40.775923799999994,-8232428.714878738,4979346.446084355
1377,42443029,-73.9540995,40.7746458,-8232532.698415088,4979158.580431216
1378,42443027,-73.9550881,40.7733306,-8232642.748863685,4978965.250161273
1379,42443024,-73.9560108,40.77202570000001,-8232745.4633578425,4978773.437741124
1380,42443020,-73.95647290000002,40.7713964,-8232796.904094538,4978680.935787664
1382,42443009,-73.9588646,40.7681151,-8233063.146920668,4978198.625715655
1383,42443000,-73.959779,40.7668653,-8233164.937463048,4978014.9270056905
1384,42442983,-73.9611475,40.764987700000006,-8233317.278186197,4977738.959185104
1385,42442977,-73.9616082,40.7643653,-8233368.563075608,4977647.4811594635
1386,42442963,-73.9629737,40.7624875,-8233520.569840285,4977371.494325272
1387,42442961,-73.9647985,40.7599854,-8233723.705647084,4977003.764052686
1388,42442960,-73.9657832,40.7586317,-8233833.321949669,4976804.818354188
1389,42442959,-73.9662396,40.7580071,-8233884.128165265,4976713.025760364
1390,42442957,-73.966702,40.757381,-8233935.60229781,4976621.0135888085
1391,42442955,-73.9676094,40.7561287,-8234036.613603756,4976436.97714968
1392,42442952,-73.96852,40.754877,-8234137.981132072,4976253.032349985
1393,42442949,-73.969431,40.753624,-8234239.393188185,4976068.899976042
1394,42442948,-73.9699167,40.752956,-8234293.461064862,4975970.73664894
1395,42442947,-73.970804,40.751748,-8234392.234849044,4975793.2222383935
1396,42442943,-73.97126300000002,40.751121999999995,-8234443.3304953175,4975701.233423453
1397,42442939,-73.971713,40.750494,-8234493.424266173,4975608.951584725
1398,42442937,-73.9722156,40.7498059,-8234549.3734422475,4975507.8393159015
1399,42442935,-73.9731443,40.7485336,-8234652.7558533475,4975320.885031186
1400,42442933,-73.973591,40.7479204,-8234702.482269885,4975230.781484754
1401,42442931,-73.97404399999998,40.747296,-8234752.909999212,4975139.033065193
1402,42442918,-73.9744848,40.74666989999999,-8234801.979630755,4975047.0357150985
1403,42442914,-73.975881,40.744779,-8234957.403903801,4974769.197514484
1404,42442913,-73.9763707,40.7441069,-8235011.917058443,4974670.444827142
1405,42442910,-73.9768078,40.7435294,-8235060.574807867,4974585.592660515
1406,42442906,-73.97727059999998,40.7428838,-8235112.093468206,4974490.735422282
1407,42442902,-73.97772640000002,40.74227570000001,-8235162.832892112,4974401.388856402
1408,42442898,-73.978616,40.741026,-8235261.862711121,4974217.776220238
1409,42442895,-73.979077,40.740393,-8235313.180996378,4974124.773776594
1410,42442891,-73.979967,40.739168,-8235412.255343183,4973944.795257883
1411,42442889,-73.9809087,40.73788010000001,-8235517.084907662,4973755.578967174
1412,42442881,-73.98269499999998,40.735431,-8235715.934914066,4973395.771061443
1413,42442877,-73.983549,40.734261,-8235811.001759204,4973223.885961032
1414,42442870,-73.98590899999998,40.731019,-8236073.715757476,4972747.61842294
1415,42442862,-73.9863908,40.730361,-8236127.34948814,4972650.957455668
1416,42442857,-73.987239,40.729192,-8236221.770680231,4972479.2323500365
1417,42442851,-73.988539,40.72740200000001,-8236366.486018263,4972216.288718801
1418,42442850,-73.988984,40.726791999999996,-8236416.023191666,4972126.683845742
1419,42442848,-73.989429,40.726188,-8236465.560365068,4972037.96114134
1420,42442843,-73.9903443,40.724928999999996,-8236567.451094992,4971853.026834385
1421,42442842,-73.99082,40.724275,-8236620.405776762,4971756.962260503
1422,42442794,-73.976027,40.71787,-8234973.656549457,4970816.196252246
1423,42442791,-73.976879,40.718115000000004,-8235068.500755614,4970852.180172224
1424,42442773,-73.9248524,40.8563611,-8229276.926135909,4991177.98912262
1425,42442770,-73.9267875,40.8537128,-8229492.340482541,4990788.221470858
1426,42442766,-73.9272272,40.85311110000001,-8229541.287662644,4990699.6675140895
1427,42442764,-73.9276854,40.852484000000004,-8229592.294253325,4990607.376220558
1428,42442755,-73.9286408,40.8511764,-8229698.648894828,4990414.9374811705
1429,42442750,-73.92913759999998,40.85049650000001,-8229753.952417852,4990314.878490227
1430,42442745,-73.9295801,40.8498909,-8229803.21129253,4990225.754888061
1431,42442741,-73.9304556,40.8486927,-8229900.6715067215,4990049.423239099
1432,42442728,-73.9327605,40.845538,-8230157.25180105,4989585.180889881
1433,42442723,-73.9342023,40.8435645,-8230317.752242875,4989294.773932539
1434,42442722,-73.9351235,40.8423037,-8230420.299757794,4989109.24763014
1435,42442717,-73.9364566,40.8404789,-8230568.699770971,4988840.7351648435
1436,42442710,-73.93690579999998,40.839864,-8230618.704486234,4988750.256604843
1437,42442703,-73.9377692,40.8386821,-8230714.817734588,4988576.350017265
1438,42442697,-73.93883290000002,40.837226,-8230833.228276944,4988362.101482276
1439,42442684,-73.9393412,40.83656989999999,-8230889.811974114,4988265.565375993
1440,42442671,-73.9401964,40.835359499999996,-8230985.0124026425,4988087.474142783
1441,42442664,-73.94065140000002,40.8347248,-8231035.662770952,4987994.089366884
1442,42442659,-73.94156720000002,40.8334829,-8231137.609160623,4987811.368535286
1443,42442656,-73.9420072,40.8328806,-8231186.58973657,4987722.753327742
1444,42442651,-73.9429693,40.8315635,-8231293.69021866,4987528.97381514
1445,42442645,-73.9439142,40.8302699,-8231398.87600551,4987338.6555079175
1446,42442642,-73.9443743,40.8296401,-8231450.094103225,4987245.998789123
1447,42442638,-73.9448311,40.82901470000001,-8231500.944846619,4987153.990272974
1448,42442635,-73.9452839,40.828394700000004,-8231551.350312051,4987062.777058521
1449,42442628,-73.9466493,40.8265253,-8231703.34594478,4986787.759667335
1450,42442625,-73.94710529999998,40.825901,-8231754.10763258,4986695.917295898
1451,42442621,-73.9480922,40.8245499,-8231863.968838045,4986497.156475847
1452,42442618,-73.9485377,40.82394710000001,-8231913.561671195,4986408.47965149
1453,42442613,-73.9494564,40.8226821,-8232015.8308873875,4986222.390395945
1454,42442609,-73.95036390000001,40.821439500000004,-8232116.853325281,4986039.599773237
1455,42442604,-73.9517315,40.8195669,-8232269.093860888,4985764.1405087765
1456,42442596,-73.9545328,40.8157311,-8232580.933150448,4985199.919007117
1457,42442592,-73.9549865,40.8151098,-8232631.438803421,4985108.532844428
1458,42442589,-73.9554444,40.814482700000006,-8232682.411998256,4985016.2944355635
1459,42442586,-73.9556954,40.8141391,-8232710.3531904435,4984965.755629267
1460,42442584,-73.956257,40.81337,-8232772.870216474,4984852.632608376
1461,42442580,-73.9587153,40.8100035,-8233046.52692069,4984357.48661794
1462,42442578,-73.9596325,40.808747499999996,-8233148.629157647,4984172.760135929
1463,42442577,-73.9600943,40.8081151,-8233200.036498495,4984079.751087387
1464,42442575,-73.96154140000002,40.80613320000001,-8233361.126933624,4983788.272589053
1465,42442574,-73.9619961,40.8055105,-8233411.743906085,4983696.6937510185
1466,42442571,-73.9633861,40.803630299999995,-8233566.477998287,4983420.182936153
1467,42442569,-73.9638672,40.80298370000001,-8233620.033805309,4983325.092791808
1468,42442567,-73.9642901,40.8023687,-8233667.110817966,4983234.650659162
1469,42442565,-73.96475509999998,40.8017318,-8233718.874381183,4983140.988787551
1470,42442561,-73.9666552,40.7991294,-8233930.392545641,4982758.291806825
1471,42442559,-73.96711429999998,40.7985006,-8233981.499323864,4982665.825620022
1472,42442557,-73.9675747,40.797869899999995,-8234032.750817425,4982573.080914611
1473,42442555,-73.9680298,40.7972466,-8234083.412317684,4982481.425248086
1474,42442552,-73.9684718,40.7966412,-8234132.615532617,4982392.402583238
1475,42442549,-73.96895040000003,40.7959856,-8234185.893040911,4982295.999040501
1476,42442542,-73.9698644,40.79473370000001,-8234287.639055495,4982111.91444422
1477,42442534,-73.970364,40.7940493,-8234343.254273095,4982011.278881913
1478,42442528,-73.97085390000002,40.7933783,-8234397.789691635,4981912.614689879
1479,42442514,-73.9717687,40.7921252,-8234499.624761811,4981728.360878319
1480,42442502,-73.9722281,40.791495899999994,-8234550.764935883,4981635.83092863
1481,42442492,-73.97268620000001,40.7908684,-8234601.760394616,4981543.566517512
1482,42442480,-73.9750103,40.7876846,-8234860.478023168,4981075.4501798535
1483,42442475,-73.9755091,40.7870013,-8234916.004185175,4980974.987028922
1484,42442469,-73.9773621,40.7844628,-8235122.279201614,4980601.769521864
1485,42442463,-73.9783287,40.7831525,-8235229.8806214165,4980409.131062314
1486,42442459,-73.97975490000002,40.7811846,-8235388.644479187,4980119.820317319
1487,42442451,-73.98021,40.780561,-8235439.3059794465,4980028.143575082
1488,42442445,-73.98067540000002,40.7799234,-8235491.114070461,4979934.4095533965
1489,42442432,-73.9816483,40.7785905,-8235599.416803054,4979738.461899093
1490,42442422,-73.9825858,40.7773114,-8235703.77882567,4979550.4269999685
1491,42442417,-73.9835098,40.7760493,-8235806.638035164,4979364.894745165
1492,42442415,-73.98488459999999,40.774160200000004,-8235959.680071106,4979087.19831046
1493,42442410,-73.9853385,40.7735403,-8236010.207987977,4978996.075146307
1494,42442404,-73.9871572,40.771021999999995,-8236212.664745885,4978625.902465247
1495,42442400,-73.93485679999998,40.8567453,-8230390.610849597,4991234.535646512
1496,42442384,-73.9363632,40.8538229,-8230558.302530533,4990804.425298369
1497,42442378,-73.9365259,40.8526284,-8230576.414211684,4990628.627718307
1498,42442291,-74.009907,40.726073,-8238745.1608975325,4972021.068664702
1499,42442288,-74.008349,40.725915,-8238571.725130877,4971997.859918314
1500,42442286,-74.005781,40.725674,-8238285.85667852,4971962.459341648
1501,42442276,-74.001933,40.724552,-8237857.4992779475,4971797.650045823
1502,42442273,-74.000367,40.723795,-8237683.172955366,4971686.45675189
1503,42442269,-73.99960899999998,40.723423,-8237598.792781344,4971631.815332447
1504,42442255,-73.99798,40.722663,-8237417.453330843,4971520.183274304
1505,42442247,-73.9971275,40.7223037,-8237322.553464943,4971467.408193721
1507,42442230,-73.99470600000002,40.721308,-8237052.993317986,4971321.158227501
1508,42442175,-73.9747635,40.7747145,-8234833.00437284,4979168.679220658
1509,42442164,-73.973665,40.7742432,-8234710.719912202,4979099.3990890235
1510,42442158,-73.97228940000002,40.7737965,-8234557.58882067,4979033.735560496
1511,42442142,-73.97672879999998,40.7672029,-8235051.780568094,4978064.547952114
1512,42442128,-73.94430200000002,40.806391,-8231442.045704043,4983826.186803065
1513,42442123,-73.945239,40.805136,-8231546.352066914,4983641.617442723
1514,42442117,-73.945693,40.804515,-8231596.891115735,4983550.289990298
1515,42442107,-74.00800699999998,40.705447,-8238533.653865025,4968991.76477031
1517,42441956,-73.950858,40.828296,-8232171.856285681,4987048.2565819435
1518,42441955,-73.951321,40.82767800000001,-8232223.397209917,4986957.338587697
1519,42441953,-73.952533,40.826423999999996,-8232358.316432761,4986772.85710621
1520,42441952,-73.953014,40.82582,-8232411.861107833,4986684.001241879
1521,42441951,-73.954347,40.824739,-8232560.24998906,4986524.974802982
1522,42441949,-73.956154,40.82225800000001,-8232761.404308923,4986160.003480268
1523,42441947,-73.956797,40.821707,-8232832.982741502,4986078.94963011
1524,42441942,-73.96772299999998,40.805453,-8234049.259497909,4983688.237421807
1525,42441926,-73.9680127,40.804722999999996,-8234081.508754392,4983580.879444404
1526,42441913,-73.968647,40.804206,-8234152.118707404,4983504.847180196
1527,42441903,-73.97146,40.800334,-8234465.260435003,4982935.432880077
1528,42441899,-73.971924,40.799704999999996,-8234516.912678733,4982842.9356044885
1529,42441895,-73.97253520000002,40.7991459,-8234584.951151506,4982760.718173712
1530,42441889,-73.973462,40.797888,-8234688.122055572,4982575.742515094
1531,42441777,-73.949256,40.831695,-8231993.52246143,4987548.320696989
1532,42441774,-73.949462,40.830962,-8232016.454276534,4987440.478871377
1533,42441771,-73.949688,40.830244,-8232041.6124814525,4987334.845060243
1534,42441704,-73.945543,40.839232,-8231580.193192115,4988657.262765053
1535,42441701,-73.945856,40.838559000000004,-8231615.036192734,4988558.237071836
1536,42441695,-73.94664,40.838058000000004,-8231702.310673515,4988484.520232353
1537,42441670,-73.9847854,40.7824854,-8235948.637177623,4980311.056420362
