,start,end,street_name,delay8pm,delay5pm
5553,42434122,42446177,MadisonAvenue,12.013858950133073,17.836800704742817
5554,42434197,42443799,TarasShevchenkoPlace,15.311701898305076,14.495939267605625
5555,42434169,42444495,LexingtonAvenue,10.03873459808483,12.68148209150918
5556,42434169,42434168,East95thStreet,35.94120735564852,41.35152221096802
5557,42434165,42444485,5thAvenue,9.437770629755468,14.839457970904476
5558,42434201,42434197,East7thStreet,42.01705034581109,37.49007042726228
5559,42434413,42436192,GreenwichStreet,13.359535677848632,16.74258348130841
5560,42434360,42437529,GramercyParkSouth,20.91481399480097,21.203688824633673
5561,42434270,42439836,7thAvenue,13.259685854139658,11.6389514770912
5562,42430265,42439836,West21stStreet,71.25495237757279,79.04193993965771
5563,42434270,42430269,West22ndStreet,52.94564401650135,55.55983699547618
5564,42430265,42430269,6thAvenue,15.968630132400241,19.51393736408657
5565,42434418,42434420,CedarStreet,23.144402898992986,31.31989333055093
5566,42429840,42434420,WilliamStreet,8.095593507072099,8.907333435114499
5567,42434418,42429842,PearlStreet,11.374170012080205,14.513191460946974
5568,42429844,42429842,PineStreet,16.973421561859887,27.65300594732805
5569,42434285,42422258,West22ndStreet,42.30454119865887,53.722466322705316
5570,42434161,42438052,RiversideDrive,11.388540773213663,12.629710469459862
5571,42422018,42438052,RiversideDrive,10.352612922344447,11.358353706318713
5572,42434372,42434370,ParkTerraceEast,27.30460390243903,34.35972328358207
5573,42433547,42433549,EastBroadway,11.874329744510973,16.32121374421092
5574,42433550,42433549,EastBroadway,10.321691870572476,8.656308743486973
5575,42433542,42433539,EastBroadway,10.443254444444454,10.435276399090018
5576,42433537,42433539,EastBroadway,61.6704532407407,66.13436066843899
5577,42433587,42456205,West4thStreet,25.04404148215093,25.02069890860271
5578,42434105,42439054,12thAvenue,46.66318728971961,69.81481125000002
5579,42434105,42428880,West133rdStreet,27.42906138099467,35.72610661267933
5580,42434101,42428880,West133rdStreet,12.603524501845026,14.417370793650795
5581,42428876,42428880,Broadway,9.422937715437412,14.289651096552804
5582,42434105,42424679,West133rdStreet,6.315145368683899,7.87074902533532
5583,42434101,42438224,OldBroadway,22.322691060606054,33.982478378378374
5584,42428873,42438224,West131stStreet,13.036237360248446,15.587882902033266
5585,42433821,42446902,West4thStreet,23.850114957912076,17.362310189908495
5586,42431789,42446902,JonesStreet,49.586852374904744,41.31753251049929
5587,42434410,42428374,CedarStreet,19.071460420305673,23.93529054223534
5588,42422042,42428374,Broadway,10.20853373320953,16.769315757991496
5589,42434410,42422050,NassauStreet,15.707221270358307,21.67770054770318
5590,42422042,42422050,LibertyStreet,25.060263783544013,36.49454346662967
5591,42434205,42434201,East7thStreet,74.10341043147835,65.17092775862076
5592,42434142,42434201,2ndAvenue,16.86643450494532,15.377530846196212
5593,42434205,42434145,1stAvenue,11.374256212947481,10.255087021692852
5594,42434142,42434145,SaintMarksPlace,62.16200648597509,49.934130147526176
5595,42433834,42426747,NewYorkPlaza,12.188589732090858,19.103959764882433
5596,42433539,42453691,MarketStreet,9.806255581591724,12.087474464831805
5597,42429636,42453691,DivisionStreet,14.696241542008195,11.921478011782035
5598,42433539,42433537,EastBroadway,40.245327758887186,41.738621262989604
5599,42434113,42432949,West133rdStreet,16.775814730215828,23.375756286266927
5600,42432950,42432949,SaintNicholasAvenue,9.691236187919467,13.022233468286107
5601,42432936,42432949,SaintNicholasAvenue,47.492383724383686,56.769308819875775
5602,42433404,42433408,FDRDrive,5.8468851608751615,7.863694459970364
5603,42430009,42430007,ParkPlace,22.52645145159083,28.503074556712107
5604,42429563,42430007,WestBroadway,13.856157421737098,18.002274462757242
5605,42434268,42428198,East22ndStreet,16.566898628798608,16.92953710297012
5606,42428201,42428198,Broadway,16.688201400507676,15.097405904485266
5607,42433811,42441951,RiversideDrive,6.939980530961053,10.54534573510459
5608,42433811,42428917,West140thStreet,30.794066451612917,37.027938921095036
5609,42433513,42433510,FDRDrive,9.60070099913868,9.76586031446541
5610,42434420,42422053,WilliamStreet,9.070090580336812,10.49321311317764
5611,42422050,42422053,LibertyStreet,28.540732986091424,38.773437990522744
5612,42422056,42422053,MaidenLane,24.51135962864723,28.68389726228209
5613,42433789,42432960,West140thStreet,13.399008952380953,14.764735294117644
5614,42432961,42432960,SaintNicholasAvenue,15.84862557908968,19.189999408713685
5615,42432957,42432960,SaintNicholasAvenue,14.85621721958925,18.521232882653067
5616,42433346,42451932,AudubonAvenue,11.20015846153846,21.777425555555553
5617,42433151,42451932,FortGeorgeAvenue,20.55585913043478,23.773529411764716
5618,42433881,42433886,EastDrive,15.370717160555673,18.7991532653492
5619,42433269,42433264,WaverlyPlace,28.12107788062108,14.577352248971883
5620,42430811,42433264,West10thStreet,31.96182664914364,26.902746896673122
5621,42433785,42433781,West140thStreet,44.68068169014081,54.017121342925684
5622,42433577,42442273,SpringStreet,28.544401438294575,33.1548978984346
5623,42432152,42442273,GreeneStreet,46.47282701166618,67.47406511537788
5624,42433577,42432148,WoosterStreet,40.88791189178891,53.6078558992645
5625,42432152,42432148,BroomeStreet,20.26957953223284,29.129242339219818
5626,42433569,42441587,RiversideDrive,8.851076563614747,11.374212644862896
5627,42431024,42441587,West81stStreet,19.847220923648308,24.788362827201
5628,42421778,42441587,RiversideDrive,8.822650081371847,9.652311652818096
5629,42433569,42437312,RiversideDrive,12.44681824749108,13.06001068388582
5630,42431030,42437312,West83rdStreet,28.022652910758982,31.50249031260176
5631,42421820,42437312,RiversideDrive,9.323856339409918,11.551992169680108
5632,42433569,42431027,West82ndStreet,15.49285741860466,18.312792582706773
5633,42431024,42431027,WestEndAvenue,12.703351562066727,12.965349781910298
5634,42431030,42431027,WestEndAvenue,11.519531416595065,14.399796723467936
5635,42433611,42439960,7thAvenue,16.637568197553758,21.29007872445418
5636,42428264,42439960,West37thStreet,45.57045161896345,67.08398297809791
5637,42433611,42428268,West38thStreet,35.31621431626764,45.358910197057384
5638,42428272,42428268,Broadway,20.269328220827465,25.465029599541307
5639,42433292,42449582,MercerStreet,18.648789474863385,20.824570626969837
5640,42428464,42449582,WashingtonPlace,18.05378474356466,15.68639989567077
5641,42433292,42428468,WaverlyPlace,23.64938278734757,23.67358728025011
5642,42428471,42428468,Broadway,14.013168889400534,14.49842048945182
5643,42433573,42440829,CanalStreet,24.406366467120193,41.19911067348056
5644,42430126,42440829,WestBroadway,24.310186694119604,35.43483480219461
5645,42430135,42440829,CanalStreet,17.618060445548135,25.678550373333305
5646,42433165,42431201,SaintNicholasAvenue,15.32446768369489,19.089276391650106
