name,lon,lat,x,y
42465376,-73.995752,40.659108,-8237169.4335053535,4962189.4578741295
42465362,-73.99516899999998,40.659669,-8237104.534242221,4962271.781278201
42465356,-73.99458800000002,40.660228,-8237039.857618072,4962353.811882833
42465349,-73.994004,40.66079000000001,-8236974.847035449,4962436.283416238
42465343,-73.99342,40.661349,-8236909.836452825,4962518.315399424
42465340,-73.992838,40.661909,-8236845.048509182,4962600.494819652
42465336,-73.992255,40.662469,-8236780.14924605,4962682.674929824
42465332,-73.99167299999998,40.663028,-8236715.361302407,4962764.7089779135
42465318,-73.98981500000002,40.664963,-8236508.529688517,4963048.6782996105
42465315,-73.989312,40.665567,-8236452.5359846465,4963137.319506337
42465312,-73.98881,40.66617,-8236396.653600267,4963225.814756878
42465309,-73.98830699999998,40.66677,-8236340.659896398,4963313.870526711
42465305,-73.987804,40.667373,-8236284.666192529,4963402.36737357
42465301,-73.9873,40.667975,-8236228.56116917,4963490.718257687
42465298,-73.9868,40.668578,-8236172.901423774,4963579.216703615
42465296,-73.986304,40.669173,-8236117.68695634,4963666.541825188
42465294,-73.985796,40.669783,-8236061.136655016,4963756.069229291
42465292,-73.985294,40.670385,-8236005.254270637,4963844.4233064335
42465288,-73.98479,40.670989,-8235949.1492472775,4963933.071720355
42465284,-73.984289,40.671591,-8235893.378182393,4964021.4273954835
42465281,-73.983786,40.672194,-8235837.3844785215,4964109.93064053
42465279,-73.98328199999997,40.67279600000001,-8235781.279455162,4964198.287912418
42465276,-73.982781,40.673399,-8235725.508390277,4964286.7927569235
42465273,-73.982277,40.674,-8235669.403366915,4964375.004849472
42465270,-73.981775,40.674602,-8235613.5209825365,4964463.364514683
42465267,-73.9813258,40.6751433,-8235563.516267273,4964542.815506164
42465265,-73.9808972,40.6757777,-8235515.804733518,4964635.932360801
42465263,-73.98046,40.676413,-8235467.135852142,4964729.182204862
42465262,-73.980032,40.677049,-8235419.491110083,4964822.535685558
42465260,-73.979598,40.67768,-8235371.178451079,4964915.156135369
42465257,-73.9791378,40.6783652,-8235319.949221417,4965015.733249013
42465253,-73.97867600000002,40.679047,-8235268.5418805685,4965115.812319605
42465250,-73.97828009999998,40.6796226,-8235224.470494162,4965200.303455313
42465246,-73.9778443,40.6802691,-8235175.957460077,4965295.20272555
42465238,-73.977455,40.680853000000006,-8235132.62078231,4965380.913777817
42465236,-73.9770228,40.6814765,-8235084.508498388,4965472.438568179
42465234,-73.9765872,40.6821208,-8235036.017728198,4965567.017530863
42465233,-73.97631700000002,40.682509,-8235005.939201787,4965624.003155078
42465230,-73.97592900000002,40.683505,-8234962.7472393615,4965770.211993487
100661124,-73.92001259999998,40.7723066,-8228738.162064365,4978814.72802668
42465082,-73.90328790000002,40.67784260000001,-8226876.376976698,4964939.02329033
42465078,-73.9059272,40.6780053,-8227170.182508746,4964962.9051819965
42465072,-73.91080229999999,40.6782898,-8227712.876158313,4965004.665605912
42465069,-73.91303620000002,40.6783986,-8227961.552768798,4965020.6358959805
42465062,-73.91355899999998,40.678427,-8228019.750598582,4965024.804615692
42465047,-73.917968,40.678669,-8228510.55823349,4965060.326876828
42465043,-73.91911970000002,40.6787307,-8228638.764891038,4965069.383606191
42465040,-73.921646,40.67887,-8228919.991320628,4965089.831001677
42465036,-73.922505,40.678917,-8229015.61476322,4965096.729988977
42465033,-73.924593,40.679032,-8229248.049859996,4965113.610510327
42465027,-73.92692480000002,40.6791665,-8229507.624648629,4965133.3534178985
42465019,-73.929058,40.679277,-8229745.091386387,4965149.573457267
42465016,-73.932897,40.679485,-8230172.446911543,4965180.105369021
42465011,-73.934351,40.679564,-8230334.305451157,4965191.70164893
42465008,-73.934872,40.679593,-8230392.3029058585,4965195.958514626
42465002,-73.937398,40.67973,-8230673.495939602,4965216.068560356
42464999,-73.938436,40.679786,-8230789.045571046,4965224.288736933
42464995,-73.94033409999999,40.6798893,-8231000.34109652,4965239.452045057
42464991,-73.941209,40.679938,-8231097.734519018,4965246.600679593
42464985,-73.943973,40.680088,-8231405.42159157,4965268.6190939415
42464982,-73.94634479999998,40.6802151,-8231669.449159833,4965287.276069141
42464977,-73.947731,40.680292,-8231823.76023797,4965298.564216964
42464975,-73.949557,40.68039,-8232027.029628159,4965312.949651789
42464972,-73.95115799999998,40.680479,-8232205.252132918,4965326.013993575
42464967,-73.95337099999998,40.680641,-8232451.602166044,4965349.794076208
42464964,-73.954403,40.680858,-8232566.483880542,4965381.647734238
42464960,-73.95566600000002,40.681137,-8232707.080397416,4965422.602589796
42464958,-73.957351,40.68148400000001,-8232894.653739402,4965473.539513132
42464955,-73.958586,40.681743,-8233032.133310531,4965511.558888099
42464953,-73.959595,40.681953,-8233144.454676741,4965542.385516792
42464945,-73.962611,40.682587,-8233480.1942609735,4965635.453165978
42464941,-73.963664,40.682807,-8233597.41368478,4965667.748140726
42464938,-73.96477900000002,40.68304000000001,-8233721.5349170165,4965701.951571119
42464936,-73.96586500000002,40.683267,-8233842.427884017,4965735.2743414715
42464934,-73.96689,40.683483,-8233956.53036208,4965766.982457392
42464932,-73.96795999999998,40.683726,-8234075.642217226,4965802.6542106345
42464930,-73.96892199999998,40.684102,-8234182.73156737,4965857.850266205
42464925,-73.970169,40.68460200000001,-8234321.546972388,4965931.249758622
42464923,-73.971223,40.685021,-8234438.877715685,4965992.758957334
42464918,-73.972274,40.685443,-8234555.87450051,4966054.708946893
42464866,-73.97444,40.686309,-8234796.992517567,4966181.839774778
42464864,-73.97551999999997,40.686757,-8234917.217567624,4966247.607872195
42464856,-73.977498,40.687535,-8235137.4075204125,4966361.822270512
42464855,-73.978347,40.687872,-8235231.9177680975,4966411.296016299
42464854,-73.979286,40.688254,-8235336.446769953,4966467.376351152
42464852,-73.98025799999998,40.688638,-8235444.649315002,4966523.750624317
42464848,-73.9810499,40.6889411,-8235532.803219763,4966568.248359441
42464847,-73.982098,40.689358,-8235649.477178062,4966629.453262084
42464834,-73.985105,40.690561,-8235984.21488688,4966806.067301015
42464827,-73.987348,40.691458,-8236233.904504728,4966937.759145808
42464815,-73.867599,40.684957,-8222903.5068017235,4965983.363732508
42464813,-73.86869,40.684646,-8223024.956366179,4965937.708940317
42464811,-73.869506,40.684414,-8223115.793070667,4965903.651484879
42464810,-73.870296,40.68419,-8223203.735468392,4965870.768536941
42464809,-73.871187,40.683936,-8223302.921134692,4965833.481756475
42464808,-73.872187,40.683649,-8223414.240625482,4965791.350801501
42464804,-73.873199,40.683363,-8223526.8959501665,4965749.36682475
42464803,-73.874105,40.683104,-8223627.751408825,4965711.346525721
42464802,-73.875361,40.682749,-8223767.5686892625,4965659.2340006735
42464800,-73.876616,40.682391,-8223907.274650208,4965606.681369175
42464798,-73.87786700000002,40.682039,-8224046.53533319,4965555.009783244
42464796,-73.879126,40.681675,-8224186.686572097,4965501.576952955
42464794,-73.880213,40.681355,-8224307.69085859,4965454.603277237
42464789,-73.881999,40.680789,-8224506.507469147,4965371.5191404885
42464786,-73.882885,40.680508,-8224605.13653799,4965330.270917703
42464782,-73.883785,40.680221,-8224705.324079704,4965288.142129435
42464779,-73.884671,40.67994,-8224803.953148547,4965246.894258127
42464776,-73.88555500000002,40.679657,-8224902.359578408,4965205.352983398
42464773,-73.886438,40.679373,-8225000.654688777,4965163.66509701
42464770,-73.8873048,40.6790969,-8225097.146423398,4965123.137008705
42464767,-73.88815600000002,40.678828,-8225191.901573962,4965083.665953313
42464764,-73.88900600000002,40.678557,-8225286.523141136,4965043.886806059
42464761,-73.889875,40.678302,-8225383.259778635,4965006.456390819
42464758,-73.890773,40.678165,-8225483.224681367,4964986.346775874
42464754,-73.891672,40.678031,-8225583.300903591,4964966.677557433
42464682,-73.892579,40.6779,-8225684.26768174,4964947.448732857
42464679,-73.893484,40.677762,-8225785.011820909,4964927.192454701
42464677,-73.894388,40.67763,-8225885.644640585,4964907.816923532
42464676,-73.895318,40.67749600000001,-8225989.171767022,4964888.147862947
42464674,-73.896218,40.677358,-8226089.359308737,4964867.891707545
42464672,-73.89721779999998,40.6771937,-8226200.656535631,4964843.775194603
42464669,-73.8981863,40.6770533,-8226308.469462465,4964823.166852056
42464628,-73.98254,40.693002,-8235698.680392993,4967164.443574832
42464621,-73.982512,40.693614,-8235695.563447251,4967254.296628655
1764748511,-73.9115056,40.8625701,-8227791.167156189,4992091.869403625
42464610,-73.982453,40.694796,-8235688.995597295,4967427.838686634
42464589,-74.0117,40.679365,-8238944.756744526,4965162.490792922
42464586,-74.010451,40.680431,-8238805.718700525,4965318.9680542685
42464580,-74.0092,40.681496,-8238666.458017543,4965475.30102531
42464576,-74.007952,40.68256,-8238527.531293033,4965631.489699153
42464570,-74.00667609999998,40.6836495,-8238385.498754729,4965791.424200219
42464564,-73.960595,40.682162,-8233255.774167536,4965573.065448449
42464562,-73.960718,40.682802,-8233269.466464902,4965667.014162845
42464560,-73.961155,40.685001,-8233318.11308238,4965989.822948607
42464557,-73.96130600000002,40.685733,-8233334.922325489,4966097.281442008
42464553,-73.998339,40.692087,-8237457.417028036,4967030.105989618
42464551,-73.997609,40.693601,-8237376.153799757,4967252.387976776
42464548,-73.96601020000001,40.6989911,-8233858.59147408,4968043.791028167
42464546,-73.9659872,40.697892,-8233856.03112579,4967882.410143399
42464543,-73.967125,40.697921,-8233982.690442415,4967886.668180038
42464542,-73.967726,40.69795,-8234049.593456381,4967890.926218528
42464538,-73.969724,40.69860900000001,-8234272.009798986,4967987.686972196
42464525,-73.971721,40.698047,-8234494.314822101,4967905.16863661
42464524,-73.973311,40.698116,-8234671.3128124615,4967915.299853844
42464442,-73.94765600000002,40.650899,-8231815.411276163,4960984.915257982
42464419,-73.937294,40.714537,-8230661.91871256,4970326.681222233
42464415,-73.93734599999998,40.713816,-8230667.7073260825,4970220.791755967
42464411,-73.937383,40.713166,-8230671.8261472415,4970125.330667997
42464409,-73.937248,40.712782,-8230656.798015985,4970068.935632401
42464344,-73.9155402,40.676654600000006,-8228240.296773743,4964764.644680052
42464341,-73.915426,40.677774,-8228227.584087892,4964928.953868527
42464297,-73.94440999999998,40.720272,-8231454.068209045,4971168.9912568685
42464292,-73.945611,40.719583,-8231587.762917489,4971067.792719915
42464273,-73.955065,40.712866,-8232640.177383449,4970081.272018644
42464209,-73.922933,40.710344,-8229063.259505278,4969710.8934885785
42464054,-73.8765068,40.6804037,-8223895.118561813,4965314.960678543
100659881,-73.9171157,40.8016857,-8228415.680631488,4983134.209402935
42463891,-74.0058791,40.6533519,-8238296.777120568,4961344.824520048
42463727,-73.998478,40.6913811,-8237472.8904372575,4966926.469106582
42463657,-74.002252,40.681894,-8237893.01019551,4965533.724692253
42463651,-74.002619,40.681997,-8237933.864448632,4965548.844441776
42463398,-73.9980792,40.663257,-8237428.49622433,4962798.315253373
42463374,-73.944171,40.719949,-8231427.462850747,4971121.549722324
42463370,-73.943899,40.719604,-8231397.183949252,4971070.87713009
42463363,-73.945357,40.719233,-8231559.487766827,4971016.386026861
103018466,-73.8724757,40.8560739,-8223446.3785624765,4991135.719264826
1334569047,-73.8818814,40.8664245,-8224493.41629703,4992659.227716329
1334569028,-74.00816540000002,40.7507863,-8238551.286872368,4975651.903676077
42462875,-73.8995815,40.6795479,-8226463.78241602,4965189.338355332
42462873,-73.900752,40.67967700000001,-8226594.081879992,4965208.28875674
42462826,-73.89699540000002,40.6783715,-8226175.899080881,4965016.657999599
276032821,-73.96066979999998,40.7595848,-8233264.100865445,4976944.889694872
371190620,-73.95855909999999,40.7590576,-8233029.138816227,4976867.410052261
291760995,-74.025173,40.8305796,-8240444.564243983,4987384.219161626
291760930,-74.02875209999998,40.827696,-8240842.98783348,4986959.986672633
42462219,-73.9887267,40.7038235,-8236387.380686685,4968753.364051454
42462185,-73.9839382,40.69929910000001,-8235854.327305022,4968089.015154694
42461560,-73.999808,40.6909555,-8237620.945360012,4966863.985067879
42461448,-73.94912240000002,40.7176679,-8231978.650177461,4970786.5132897785
42461394,-73.9909708,40.6998212,-8236637.192755974,4968165.676400066
42461379,-73.9901689,40.7006381,-8236547.9256563075,4968285.625070376
103016510,-73.8725615,40.856431,-8223455.929774785,4991188.276974375
479716904,-73.955612,40.71176679999999,-8232701.069144912,4969919.84282358
1369956652,-74.00106140000003,40.707192600000006,-8237760.473209774,4969248.101586454
1369956650,-73.98869690000002,40.6986094,-8236384.063365859,4967987.745704352
1369956648,-73.98853940000002,40.6985153,-8236366.53054606,4967973.928973582
479716748,-73.9525575,40.7145122,-8232361.043760285,4970323.038958023
371188918,-73.9578796,40.7597345,-8232953.497222235,4976966.890380675
42460717,-73.920049,40.664089,-8228742.214093832,4962920.414133602
42460715,-73.92044399999997,40.665626,-8228786.185292694,4963145.9782102965
42460714,-73.92102,40.667852,-8228850.305319391,4963472.666434145
42460705,-73.9193335,40.6650641,-8228662.564998168,4963063.515372813
42460698,-73.9197697,40.6632225,-8228711.122560052,4962793.2522918265
42460660,-73.9254885,40.6801109,-8229347.736464001,4965271.980576222
42460657,-73.928651,40.679749,-8229699.784353635,4965218.857548064
42460654,-73.93133320000003,40.67936629999999,-8229998.365491843,4965162.681617327
42460622,-73.911518,40.681712,-8227792.547517873,4965507.008298754
42460619,-73.914178,40.68140800000001,-8228088.657363385,4965462.383276697
42460617,-73.916831,40.681101,-8228383.987972459,4965417.318082672
42460611,-73.919574,40.680788,-8228689.337335705,4965371.372349352
42460610,-73.92227700000002,40.680476,-8228990.233919319,4965325.573622222
42460608,-73.864248,40.679113,-8222530.4751880765,4965125.50028632
371188756,-73.9565423,40.760637,-8232804.629667197,4977099.527495485
371188750,-73.958388,40.7590545,-8233010.092051355,4976866.954464373
42460582,-73.940025,40.651276,-8230965.932241918,4961040.2308767
42460579,-73.94023,40.653207,-8230988.75273753,4961323.5632562265
42460576,-73.94039599999998,40.654741,-8231007.231773001,4961548.650338466
42460574,-73.94053199999998,40.656002,-8231022.37122375,4961733.683425795
42460410,-73.89833399999998,40.653089,-8226324.911351255,4961306.249079632
42460406,-73.89940899999998,40.655684,-8226444.579803856,4961687.021302396
479715945,-73.963825,40.6960735,-8233615.336122798,4967615.405582762
479715943,-73.9647434,40.6957742,-8233717.571943142,4967571.461015916
479715931,-73.96008909999998,40.7030693,-8233199.457637141,4968642.6165228095
479715925,-73.961795,40.69977520000001,-8233389.3575564865,4968158.9220811855
479715922,-73.96234709999997,40.6979416,-8233450.817047354,4967889.692855465
479715838,-73.9644343,40.6959521,-8233683.163088538,4967597.581067101
479715837,-73.9638936,40.6961451,-8233622.972639866,4967625.918244788
479715823,-73.96243299999998,40.6982507,-8233460.3793916125,4967935.07778208
479715820,-73.9618165,40.7001575,-8233391.750925539,4968215.056486132
479715817,-73.9611213,40.7015722,-8233314.36161554,4968422.784484747
